ts,slice,iface,ip,rx,rxp,tx,txp,rtt_ms,loss,exists
2025-12-10T19:37:19.299768Z,mmtc,uesimtun2,10.47.0.2,874226,16516,1252752,25372,0.971,0,1
2025-12-10T19:37:19.549610Z,embb,uesimtun0,10.45.0.2,3900384,77190,4329794,74985,122.859,0,1
2025-12-10T19:37:19.549610Z,urllc,uesimtun1,10.46.0.2,834909,15570,1197886,24413,1.333,0,1
2025-12-10T19:37:19.549610Z,mmtc,uesimtun2,10.47.0.2,874391,16519,1252996,25377,1.280,0,1
2025-12-10T19:37:19.799958Z,embb,uesimtun0,10.45.0.2,3902845,77239,4332378,75028,1.063,0,1
2025-12-10T19:37:19.799958Z,urllc,uesimtun1,10.46.0.2,835074,15573,1198130,24418,0.988,0,1
2025-12-10T19:37:19.799958Z,mmtc,uesimtun2,10.47.0.2,874556,16522,1253240,25382,1.035,0,1
2025-12-10T19:37:20.049393Z,embb,uesimtun0,10.45.0.2,3903010,77242,4332622,75033,1.325,0,1
2025-12-10T19:37:20.049393Z,urllc,uesimtun1,10.46.0.2,835291,15577,1198374,24423,1.044,0,1
2025-12-10T19:37:20.049393Z,mmtc,uesimtun2,10.47.0.2,874761,16526,1253544,25388,0.896,0,1
2025-12-10T19:37:20.300033Z,embb,uesimtun0,10.45.0.2,3903175,77245,4332866,75038,1.658,0,1
2025-12-10T19:37:20.300033Z,urllc,uesimtun1,10.46.0.2,835456,15580,1198618,24428,1.316,0,1
2025-12-10T19:37:20.300033Z,mmtc,uesimtun2,10.47.0.2,874926,16529,1253788,25393,1.216,0,1
2025-12-10T19:37:20.549940Z,embb,uesimtun0,10.45.0.2,3903597,77253,4333363,75047,1.324,0,1
2025-12-10T19:37:20.549940Z,urllc,uesimtun1,10.46.0.2,835621,15583,1198862,24433,1.030,0,1
2025-12-10T19:37:20.549940Z,mmtc,uesimtun2,10.47.0.2,875091,16532,1254032,25398,1.127,0,1
2025-12-10T19:37:20.799156Z,embb,uesimtun0,10.45.0.2,3906480,77310,4336348,75096,0.980,0,1
2025-12-10T19:37:20.799156Z,urllc,uesimtun1,10.46.0.2,835826,15587,1199166,24439,1.029,0,1
2025-12-10T19:37:20.799156Z,mmtc,uesimtun2,10.47.0.2,875296,16536,1254336,25404,0.967,0,1
2025-12-10T19:37:21.049556Z,embb,uesimtun0,10.45.0.2,3906645,77313,4336592,75101,1.236,0,1
2025-12-10T19:37:21.049556Z,urllc,uesimtun1,10.46.0.2,835991,15590,1199410,24444,1.120,0,1
2025-12-10T19:37:21.049556Z,mmtc,uesimtun2,10.47.0.2,875553,16541,1254680,25411,0.977,0,1
2025-12-10T19:37:21.299360Z,embb,uesimtun0,10.45.0.2,3906810,77316,4336836,75106,1.231,0,1
2025-12-10T19:37:21.299360Z,urllc,uesimtun1,10.46.0.2,836156,15593,1199654,24449,0.988,0,1
2025-12-10T19:37:21.299360Z,mmtc,uesimtun2,10.47.0.2,875758,16545,1254984,25417,1.045,0,1
2025-12-10T19:37:21.549480Z,embb,uesimtun0,10.45.0.2,3907232,77324,4337333,75115,4.600,0,1
2025-12-10T19:37:21.549480Z,urllc,uesimtun1,10.46.0.2,836321,15596,1199898,24454,1.254,0,1
2025-12-10T19:37:21.549480Z,mmtc,uesimtun2,10.47.0.2,875923,16548,1255228,25422,1.174,0,1
2025-12-10T19:37:21.799114Z,embb,uesimtun0,10.45.0.2,3909741,77374,4340119,75161,1.000,0,1
2025-12-10T19:37:21.799114Z,urllc,uesimtun1,10.46.0.2,836578,15601,1200242,24461,1.058,0,1
2025-12-10T19:37:21.799114Z,mmtc,uesimtun2,10.47.0.2,876220,16554,1255632,25430,1.111,0,1
2025-12-10T19:37:22.049465Z,embb,uesimtun0,10.45.0.2,3910440,77388,4340774,75173,1.281,0,1
2025-12-10T19:37:22.049465Z,urllc,uesimtun1,10.46.0.2,836743,15604,1200486,24466,0.909,0,1
2025-12-10T19:37:22.049465Z,mmtc,uesimtun2,10.47.0.2,876385,16557,1255876,25435,0.985,0,1
2025-12-10T19:37:22.300134Z,embb,uesimtun0,10.45.0.2,3910605,77391,4341018,75178,1.264,0,1
2025-12-10T19:37:22.300134Z,urllc,uesimtun1,10.46.0.2,836948,15608,1200790,24472,1.107,0,1
2025-12-10T19:37:22.300134Z,mmtc,uesimtun2,10.47.0.2,876550,16560,1256120,25440,1.029,0,1
2025-12-10T19:37:22.549482Z,embb,uesimtun0,10.45.0.2,3911067,77400,4341568,75188,1.189,0,1
2025-12-10T19:37:22.549482Z,urllc,uesimtun1,10.46.0.2,837113,15611,1201034,24477,0.960,0,1
2025-12-10T19:37:22.549482Z,mmtc,uesimtun2,10.47.0.2,876715,16563,1256364,25445,1.006,0,1
2025-12-10T19:37:22.799529Z,embb,uesimtun0,10.45.0.2,3913488,77448,4344101,75230,1.417,0,1
2025-12-10T19:37:22.799529Z,urllc,uesimtun1,10.46.0.2,837278,15614,1201278,24482,1.243,0,1
2025-12-10T19:37:22.799529Z,mmtc,uesimtun2,10.47.0.2,876932,16567,1256608,25450,1.168,0,1
2025-12-10T19:37:23.050224Z,embb,uesimtun0,10.45.0.2,3914207,77462,4344904,75244,1.365,0,1
2025-12-10T19:37:23.050224Z,urllc,uesimtun1,10.46.0.2,837483,15618,1201582,24488,0.873,0,1
2025-12-10T19:37:23.050224Z,mmtc,uesimtun2,10.47.0.2,877097,16570,1256852,25455,1.009,0,1
2025-12-10T19:37:23.300034Z,embb,uesimtun0,10.45.0.2,3914372,77465,4345148,75249,2.673,0,1
2025-12-10T19:37:23.300034Z,urllc,uesimtun1,10.46.0.2,837740,15623,1201926,24495,0.964,0,1
2025-12-10T19:37:23.300034Z,mmtc,uesimtun2,10.47.0.2,877314,16574,1257136,25461,1.078,0,1
2025-12-10T19:37:23.549574Z,embb,uesimtun0,10.45.0.2,3914834,77474,4345698,75259,1.228,0,1
2025-12-10T19:37:23.549574Z,urllc,uesimtun1,10.46.0.2,837905,15626,1202170,24500,1.027,0,1
2025-12-10T19:37:23.549574Z,mmtc,uesimtun2,10.47.0.2,877479,16577,1257380,25466,0.997,0,1
2025-12-10T19:37:23.799696Z,embb,uesimtun0,10.45.0.2,3916986,77517,4347978,75297,1.046,0,1
2025-12-10T19:37:23.799696Z,urllc,uesimtun1,10.46.0.2,838070,15629,1202414,24505,0.994,0,1
2025-12-10T19:37:23.799696Z,mmtc,uesimtun2,10.47.0.2,877644,16580,1257624,25471,1.057,0,1
2025-12-10T19:37:24.049321Z,embb,uesimtun0,10.45.0.2,3917448,77526,4348528,75307,1.683,0,1
2025-12-10T19:37:24.049321Z,urllc,uesimtun1,10.46.0.2,838235,15632,1202658,24510,1.157,0,1
2025-12-10T19:37:24.049321Z,mmtc,uesimtun2,10.47.0.2,877901,16585,1257928,25477,1.081,0,1
2025-12-10T19:37:24.300156Z,embb,uesimtun0,10.45.0.2,3917613,77529,4348772,75312,1.361,0,1
2025-12-10T19:37:24.300156Z,urllc,uesimtun1,10.46.0.2,838400,15635,1202902,24515,0.947,0,1
2025-12-10T19:37:24.300156Z,mmtc,uesimtun2,10.47.0.2,878066,16588,1258172,25482,0.974,0,1
2025-12-10T19:37:24.549355Z,embb,uesimtun0,10.45.0.2,3918115,77539,4349374,75323,1.243,0,1
2025-12-10T19:37:24.549355Z,urllc,uesimtun1,10.46.0.2,838565,15638,1203146,24520,1.077,0,1
2025-12-10T19:37:24.549355Z,mmtc,uesimtun2,10.47.0.2,878231,16591,1258416,25487,0.979,0,1
2025-12-10T19:37:24.799604Z,embb,uesimtun0,10.45.0.2,3920444,77585,4351801,75363,1.246,0,1
2025-12-10T19:37:24.799604Z,urllc,uesimtun1,10.46.0.2,838822,15643,1203490,24527,1.121,0,1
2025-12-10T19:37:24.799604Z,mmtc,uesimtun2,10.47.0.2,878436,16595,1258720,25493,0.964,0,1
2025-12-10T19:37:25.049894Z,embb,uesimtun0,10.45.0.2,3921420,77604,4352857,75381,1.256,0,1
2025-12-10T19:37:25.049894Z,urllc,uesimtun1,10.46.0.2,838987,15646,1203734,24532,0.927,0,1
2025-12-10T19:37:25.049894Z,mmtc,uesimtun2,10.47.0.2,878641,16599,1259024,25499,1.102,0,1
2025-12-10T19:37:25.299816Z,embb,uesimtun0,10.45.0.2,3921585,77607,4353101,75386,1.547,0,1
2025-12-10T19:37:25.299816Z,urllc,uesimtun1,10.46.0.2,839152,15649,1203978,24537,1.195,0,1
2025-12-10T19:37:25.299816Z,mmtc,uesimtun2,10.47.0.2,878898,16604,1259368,25506,1.054,0,1
2025-12-10T19:37:25.549595Z,embb,uesimtun0,10.45.0.2,3922047,77616,4353651,75396,2.110,0,1
2025-12-10T19:37:25.549595Z,urllc,uesimtun1,10.46.0.2,839317,15652,1204222,24542,1.237,0,1
2025-12-10T19:37:25.549595Z,mmtc,uesimtun2,10.47.0.2,879063,16607,1259612,25511,1.265,0,1
2025-12-10T19:37:25.799291Z,embb,uesimtun0,10.45.0.2,3924468,77664,4356183,75438,0.955,0,1
2025-12-10T19:37:25.799291Z,urllc,uesimtun1,10.46.0.2,839482,15655,1204466,24547,0.942,0,1
2025-12-10T19:37:25.799291Z,mmtc,uesimtun2,10.47.0.2,879228,16610,1259856,25516,1.071,0,1
2025-12-10T19:37:26.049897Z,embb,uesimtun0,10.45.0.2,3925227,77679,4357038,75453,1.221,0,1
2025-12-10T19:37:26.049897Z,urllc,uesimtun1,10.46.0.2,839647,15658,1204710,24552,0.879,0,1
2025-12-10T19:37:26.049897Z,mmtc,uesimtun2,10.47.0.2,879525,16616,1260260,25524,0.906,0,1
2025-12-10T19:37:26.299500Z,embb,uesimtun0,10.45.0.2,3925392,77682,4357282,75458,1.343,0,1
2025-12-10T19:37:26.299500Z,urllc,uesimtun1,10.46.0.2,839864,15662,1204994,24558,1.047,0,1
2025-12-10T19:37:26.299500Z,mmtc,uesimtun2,10.47.0.2,879730,16620,1260564,25530,1.009,0,1
2025-12-10T19:37:26.549952Z,embb,uesimtun0,10.45.0.2,3925557,77685,4357586,75464,1.305,0,1
2025-12-10T19:37:26.549952Z,urllc,uesimtun1,10.46.0.2,840029,15665,1205238,24563,1.244,0,1
2025-12-10T19:37:26.549952Z,mmtc,uesimtun2,10.47.0.2,879895,16623,1260808,25535,0.910,0,1
2025-12-10T19:37:26.799679Z,embb,uesimtun0,10.45.0.2,3927127,77716,4359194,75491,1.121,0,1
2025-12-10T19:37:26.799679Z,urllc,uesimtun1,10.46.0.2,840194,15668,1205482,24568,0.885,0,1
2025-12-10T19:37:26.799679Z,mmtc,uesimtun2,10.47.0.2,880112,16627,1261092,25541,1.070,0,1
2025-12-10T19:37:27.049346Z,embb,uesimtun0,10.45.0.2,3928103,77735,4360250,75509,1.273,0,1
2025-12-10T19:37:27.049346Z,urllc,uesimtun1,10.46.0.2,840411,15672,1205726,24573,1.028,0,1
2025-12-10T19:37:27.049346Z,mmtc,uesimtun2,10.47.0.2,880277,16630,1261336,25546,1.013,0,1
2025-12-10T19:37:27.299388Z,embb,uesimtun0,10.45.0.2,3928268,77738,4360494,75514,1.260,0,1
2025-12-10T19:37:27.299388Z,urllc,uesimtun1,10.46.0.2,840576,15675,1205970,24578,0.943,0,1
2025-12-10T19:37:27.299388Z,mmtc,uesimtun2,10.47.0.2,880442,16633,1261580,25551,1.185,0,1
2025-12-10T19:37:27.549317Z,embb,uesimtun0,10.45.0.2,3928433,77741,4360738,75519,1.672,0,1
2025-12-10T19:37:27.549317Z,urllc,uesimtun1,10.46.0.2,840741,15678,1206214,24583,1.093,0,1
2025-12-10T19:37:27.549317Z,mmtc,uesimtun2,10.47.0.2,880607,16636,1261824,25556,1.055,0,1
2025-12-10T19:37:27.799332Z,embb,uesimtun0,10.45.0.2,3930236,77777,4362764,75553,1.328,0,1
2025-12-10T19:37:27.799332Z,urllc,uesimtun1,10.46.0.2,841038,15684,1206578,24590,1.105,0,1
2025-12-10T19:37:27.799332Z,mmtc,uesimtun2,10.47.0.2,880772,16639,1262068,25561,0.989,0,1
2025-12-10T19:37:28.050058Z,embb,uesimtun0,10.45.0.2,3932058,77814,4364589,75584,1.280,0,1
2025-12-10T19:37:28.050058Z,urllc,uesimtun1,10.46.0.2,841243,15688,1206882,24596,0.988,0,1
2025-12-10T19:37:28.050058Z,mmtc,uesimtun2,10.47.0.2,880937,16642,1262312,25566,1.072,0,1
2025-12-10T19:37:28.299666Z,embb,uesimtun0,10.45.0.2,3932223,77817,4364833,75589,1.215,0,1
2025-12-10T19:37:28.299666Z,urllc,uesimtun1,10.46.0.2,841408,15691,1207126,24601,0.904,0,1
2025-12-10T19:37:28.299666Z,mmtc,uesimtun2,10.47.0.2,881102,16645,1262556,25571,1.301,0,1
2025-12-10T19:37:28.549461Z,embb,uesimtun0,10.45.0.2,3932388,77820,4365077,75594,1.408,0,1
2025-12-10T19:37:28.549461Z,urllc,uesimtun1,10.46.0.2,841573,15694,1207370,24606,1.031,0,1
2025-12-10T19:37:28.549461Z,mmtc,uesimtun2,10.47.0.2,881319,16649,1262840,25577,1.018,0,1
2025-12-10T19:37:28.799370Z,embb,uesimtun0,10.45.0.2,3933581,77843,4366333,75615,1.323,0,1
2025-12-10T19:37:28.799370Z,urllc,uesimtun1,10.46.0.2,841738,15697,1207614,24611,1.374,0,1
2025-12-10T19:37:28.799370Z,mmtc,uesimtun2,10.47.0.2,881484,16652,1263084,25582,1.069,0,1
2025-12-10T19:37:29.049955Z,embb,uesimtun0,10.45.0.2,3935693,77885,4368559,75652,1.890,0,1
2025-12-10T19:37:29.049955Z,urllc,uesimtun1,10.46.0.2,841955,15701,1207898,24617,1.120,0,1
2025-12-10T19:37:29.049955Z,mmtc,uesimtun2,10.47.0.2,881689,16656,1263388,25588,0.950,0,1
2025-12-10T19:37:29.299539Z,embb,uesimtun0,10.45.0.2,3935858,77888,4368803,75657,1.290,0,1
2025-12-10T19:37:29.299539Z,urllc,uesimtun1,10.46.0.2,842120,15704,1208142,24622,1.037,0,1
2025-12-10T19:37:29.299539Z,mmtc,uesimtun2,10.47.0.2,881854,16659,1263632,25593,0.958,0,1
2025-12-10T19:37:29.549670Z,embb,uesimtun0,10.45.0.2,3936023,77891,4369047,75662,110.177,0,1
2025-12-10T19:37:29.549670Z,urllc,uesimtun1,10.46.0.2,842285,15707,1208386,24627,1.745,0,1
2025-12-10T19:37:29.549670Z,mmtc,uesimtun2,10.47.0.2,882019,16662,1263876,25598,1.074,0,1
2025-12-10T19:37:29.799258Z,embb,uesimtun0,10.45.0.2,3937296,77916,4370409,75685,1.010,0,1
2025-12-10T19:37:29.799258Z,urllc,uesimtun1,10.46.0.2,842450,15710,1208630,24632,1.019,0,1
2025-12-10T19:37:29.799258Z,mmtc,uesimtun2,10.47.0.2,882236,16666,1264160,25604,0.941,0,1
2025-12-10T19:37:30.049899Z,embb,uesimtun0,10.45.0.2,3939540,77961,4372793,75725,1.391,0,1
2025-12-10T19:37:30.049899Z,urllc,uesimtun1,10.46.0.2,842695,15715,1208994,24639,1.293,0,1
2025-12-10T19:37:30.049899Z,mmtc,uesimtun2,10.47.0.2,882401,16669,1264404,25609,1.160,0,1
2025-12-10T19:37:30.299138Z,embb,uesimtun0,10.45.0.2,3939705,77964,4373037,75730,1.314,0,1
2025-12-10T19:37:30.299138Z,urllc,uesimtun1,10.46.0.2,842912,15719,1209278,24645,0.794,0,1
2025-12-10T19:37:30.299138Z,mmtc,uesimtun2,10.47.0.2,882566,16672,1264648,25614,0.798,0,1
2025-12-10T19:37:30.550011Z,embb,uesimtun0,10.45.0.2,3939870,77967,4373281,75735,1.387,0,1
2025-12-10T19:37:30.550011Z,urllc,uesimtun1,10.46.0.2,843129,15723,1209562,24651,0.967,0,1
2025-12-10T19:37:30.550011Z,mmtc,uesimtun2,10.47.0.2,882783,16676,1264932,25620,0.993,0,1
2025-12-10T19:37:30.799163Z,embb,uesimtun0,10.45.0.2,3940806,77985,4374284,75752,0.999,0,1
2025-12-10T19:37:30.799163Z,urllc,uesimtun1,10.46.0.2,843334,15727,1209866,24657,0.942,0,1
2025-12-10T19:37:30.799163Z,mmtc,uesimtun2,10.47.0.2,883120,16683,1265396,25629,0.988,0,1
2025-12-10T19:37:31.049783Z,embb,uesimtun0,10.45.0.2,3942713,78023,4376311,75786,1.235,0,1
2025-12-10T19:37:31.049783Z,urllc,uesimtun1,10.46.0.2,843591,15732,1210210,24664,1.062,0,1
2025-12-10T19:37:31.049783Z,mmtc,uesimtun2,10.47.0.2,883325,16687,1265700,25635,0.961,0,1
2025-12-10T19:37:31.300183Z,embb,uesimtun0,10.45.0.2,3942878,78026,4376555,75791,1.709,0,1
2025-12-10T19:37:31.300183Z,urllc,uesimtun1,10.46.0.2,843756,15735,1210454,24669,1.207,0,1
2025-12-10T19:37:31.300183Z,mmtc,uesimtun2,10.47.0.2,883490,16690,1265944,25640,1.245,0,1
2025-12-10T19:37:31.550002Z,embb,uesimtun0,10.45.0.2,3943043,78029,4376799,75796,1.892,0,1
2025-12-10T19:37:31.550002Z,urllc,uesimtun1,10.46.0.2,843921,15738,1210698,24674,1.017,0,1
2025-12-10T19:37:31.550002Z,mmtc,uesimtun2,10.47.0.2,883707,16694,1266228,25646,1.197,0,1
2025-12-10T19:37:31.799255Z,embb,uesimtun0,10.45.0.2,3943782,78043,4377803,75813,1.173,0,1
2025-12-10T19:37:31.799255Z,urllc,uesimtun1,10.46.0.2,844086,15741,1210942,24679,1.158,0,1
2025-12-10T19:37:31.799255Z,mmtc,uesimtun2,10.47.0.2,883872,16697,1266472,25651,1.003,0,1
2025-12-10T19:37:32.049618Z,embb,uesimtun0,10.45.0.2,3946303,78094,4380280,75855,1.347,0,1
2025-12-10T19:37:32.049618Z,urllc,uesimtun1,10.46.0.2,844251,15744,1211186,24684,1.281,0,1
2025-12-10T19:37:32.049618Z,mmtc,uesimtun2,10.47.0.2,884117,16702,1266836,25658,1.348,0,1
2025-12-10T19:37:32.300214Z,embb,uesimtun0,10.45.0.2,3946468,78097,4380524,75860,1.202,0,1
2025-12-10T19:37:32.300214Z,urllc,uesimtun1,10.46.0.2,844416,15747,1211430,24689,1.074,0,1
2025-12-10T19:37:32.300214Z,mmtc,uesimtun2,10.47.0.2,884362,16707,1267200,25665,0.929,0,1
2025-12-10T19:37:32.549803Z,embb,uesimtun0,10.45.0.2,3946633,78100,4380768,75865,1.638,0,1
2025-12-10T19:37:32.549803Z,urllc,uesimtun1,10.46.0.2,844581,15750,1211674,24694,1.290,0,1
2025-12-10T19:37:32.549803Z,mmtc,uesimtun2,10.47.0.2,884527,16710,1267444,25670,1.274,0,1
2025-12-10T19:37:32.799879Z,embb,uesimtun0,10.45.0.2,3947055,78108,4381265,75874,1.366,0,1
2025-12-10T19:37:32.799879Z,urllc,uesimtun1,10.46.0.2,844838,15755,1212018,24701,0.921,0,1
2025-12-10T19:37:32.799879Z,mmtc,uesimtun2,10.47.0.2,884692,16713,1267688,25675,1.097,0,1
2025-12-10T19:37:33.049472Z,embb,uesimtun0,10.45.0.2,3949841,78164,4384208,75923,1.238,0,1
2025-12-10T19:37:33.049472Z,urllc,uesimtun1,10.46.0.2,845003,15758,1212262,24706,0.971,0,1
2025-12-10T19:37:33.049472Z,mmtc,uesimtun2,10.47.0.2,884937,16718,1268052,25682,1.014,0,1
2025-12-10T19:37:33.299867Z,embb,uesimtun0,10.45.0.2,3950006,78167,4384452,75928,1.270,0,1
2025-12-10T19:37:33.299867Z,urllc,uesimtun1,10.46.0.2,845220,15762,1212546,24712,1.058,0,1
2025-12-10T19:37:33.299867Z,mmtc,uesimtun2,10.47.0.2,885102,16721,1268296,25687,0.860,0,1
2025-12-10T19:37:33.549656Z,embb,uesimtun0,10.45.0.2,3950171,78170,4384696,75933,39.604,0,1
2025-12-10T19:37:33.549656Z,urllc,uesimtun1,10.46.0.2,845437,15766,1212830,24718,0.985,0,1
2025-12-10T19:37:33.549656Z,mmtc,uesimtun2,10.47.0.2,885267,16724,1268540,25692,1.088,0,1
2025-12-10T19:37:33.799278Z,embb,uesimtun0,10.45.0.2,3950593,78178,4385193,75942,2.272,0,1
2025-12-10T19:37:33.799278Z,urllc,uesimtun1,10.46.0.2,845654,15770,1213114,24724,1.168,0,1
2025-12-10T19:37:33.799278Z,mmtc,uesimtun2,10.47.0.2,885484,16728,1268824,25698,1.162,0,1
2025-12-10T19:37:34.049827Z,embb,uesimtun0,10.45.0.2,3952797,78222,4387524,75981,1.229,0,1
2025-12-10T19:37:34.049827Z,urllc,uesimtun1,10.46.0.2,845819,15773,1213358,24729,0.896,0,1
2025-12-10T19:37:34.049827Z,mmtc,uesimtun2,10.47.0.2,885649,16731,1269068,25703,0.952,0,1
2025-12-10T19:37:34.299427Z,embb,uesimtun0,10.45.0.2,3952962,78225,4387768,75986,1.094,0,1
2025-12-10T19:37:34.299427Z,urllc,uesimtun1,10.46.0.2,846036,15777,1213642,24735,1.040,0,1
2025-12-10T19:37:34.299427Z,mmtc,uesimtun2,10.47.0.2,885854,16735,1269372,25709,1.019,0,1
2025-12-10T19:37:34.549570Z,embb,uesimtun0,10.45.0.2,3953127,78228,4388012,75991,1.328,0,1
2025-12-10T19:37:34.549570Z,urllc,uesimtun1,10.46.0.2,846201,15780,1213886,24740,0.906,0,1
2025-12-10T19:37:34.549570Z,mmtc,uesimtun2,10.47.0.2,886019,16738,1269616,25714,0.900,0,1
2025-12-10T19:37:34.800036Z,embb,uesimtun0,10.45.0.2,3953549,78236,4388509,76000,2.270,0,1
2025-12-10T19:37:34.800036Z,urllc,uesimtun1,10.46.0.2,846406,15784,1214190,24746,0.907,0,1
2025-12-10T19:37:34.800036Z,mmtc,uesimtun2,10.47.0.2,886236,16742,1269900,25720,1.315,0,1
2025-12-10T19:37:35.049587Z,embb,uesimtun0,10.45.0.2,3955741,78280,4390841,76039,1.450,0,1
2025-12-10T19:37:35.049587Z,urllc,uesimtun1,10.46.0.2,846571,15787,1214434,24751,1.025,0,1
2025-12-10T19:37:35.049587Z,mmtc,uesimtun2,10.47.0.2,886401,16745,1270144,25725,1.004,0,1
2025-12-10T19:37:35.299700Z,embb,uesimtun0,10.45.0.2,3955906,78283,4391085,76044,1.160,0,1
2025-12-10T19:37:35.299700Z,urllc,uesimtun1,10.46.0.2,846736,15790,1214678,24756,0.989,0,1
2025-12-10T19:37:35.299700Z,mmtc,uesimtun2,10.47.0.2,886658,16750,1270488,25732,1.013,0,1
2025-12-10T19:37:35.549458Z,embb,uesimtun0,10.45.0.2,3956071,78286,4391329,76049,1.343,0,1
2025-12-10T19:37:35.549458Z,urllc,uesimtun1,10.46.0.2,846901,15793,1214922,24761,1.063,0,1
2025-12-10T19:37:35.549458Z,mmtc,uesimtun2,10.47.0.2,886823,16753,1270732,25737,0.979,0,1
2025-12-10T19:37:35.799776Z,embb,uesimtun0,10.45.0.2,3956573,78296,4391931,76060,1.142,0,1
2025-12-10T19:37:35.799776Z,urllc,uesimtun1,10.46.0.2,847066,15796,1215166,24766,0.916,0,1
2025-12-10T19:37:35.799776Z,mmtc,uesimtun2,10.47.0.2,887080,16758,1271076,25744,0.978,0,1
2025-12-10T19:37:36.049394Z,embb,uesimtun0,10.45.0.2,3959062,78346,4394569,76104,1.573,0,1
2025-12-10T19:37:36.049394Z,urllc,uesimtun1,10.46.0.2,847271,15800,1215470,24772,1.303,0,1
2025-12-10T19:37:36.049394Z,mmtc,uesimtun2,10.47.0.2,887325,16763,1271440,25751,0.985,0,1
2025-12-10T19:37:36.299515Z,embb,uesimtun0,10.45.0.2,3959227,78349,4394813,76109,1.379,0,1
2025-12-10T19:37:36.299515Z,urllc,uesimtun1,10.46.0.2,847476,15804,1215774,24778,1.060,0,1
2025-12-10T19:37:36.299515Z,mmtc,uesimtun2,10.47.0.2,887490,16766,1271684,25756,0.911,0,1
2025-12-10T19:37:36.550025Z,embb,uesimtun0,10.45.0.2,3959392,78352,4395057,76114,1.415,0,1
2025-12-10T19:37:36.550025Z,urllc,uesimtun1,10.46.0.2,847641,15807,1216018,24783,0.963,0,1
2025-12-10T19:37:36.550025Z,mmtc,uesimtun2,10.47.0.2,887707,16770,1271968,25762,0.987,0,1
2025-12-10T19:37:36.799336Z,embb,uesimtun0,10.45.0.2,3960111,78366,4395860,76128,0.968,0,1
2025-12-10T19:37:36.799336Z,urllc,uesimtun1,10.46.0.2,847806,15810,1216262,24788,1.031,0,1
2025-12-10T19:37:36.799336Z,mmtc,uesimtun2,10.47.0.2,887912,16774,1272272,25768,1.033,0,1
2025-12-10T19:37:37.049699Z,embb,uesimtun0,10.45.0.2,3962817,78420,4398698,76175,1.226,0,1
2025-12-10T19:37:37.049699Z,urllc,uesimtun1,10.46.0.2,847971,15813,1216506,24793,0.940,0,1
2025-12-10T19:37:37.049699Z,mmtc,uesimtun2,10.47.0.2,888077,16777,1272516,25773,1.050,0,1
2025-12-10T19:37:37.299658Z,embb,uesimtun0,10.45.0.2,3962982,78423,4398942,76180,1.597,0,1
2025-12-10T19:37:37.299658Z,urllc,uesimtun1,10.46.0.2,848136,15816,1216750,24798,1.227,0,1
2025-12-10T19:37:37.299658Z,mmtc,uesimtun2,10.47.0.2,888282,16781,1272820,25779,1.013,0,1
2025-12-10T19:37:37.552355Z,embb,uesimtun0,10.45.0.2,3963147,78426,4399186,76185,1.524,0,1
2025-12-10T19:37:37.552355Z,urllc,uesimtun1,10.46.0.2,848301,15819,1216994,24803,1.070,0,1
2025-12-10T19:37:37.552355Z,mmtc,uesimtun2,10.47.0.2,888499,16785,1273104,25785,1.001,0,1
2025-12-10T19:37:37.799893Z,embb,uesimtun0,10.45.0.2,3963866,78440,4399989,76199,1.099,0,1
2025-12-10T19:37:37.799893Z,urllc,uesimtun1,10.46.0.2,848506,15823,1217298,24809,0.925,0,1
2025-12-10T19:37:37.799893Z,mmtc,uesimtun2,10.47.0.2,888664,16788,1273348,25790,0.879,0,1
2025-12-10T19:37:38.049478Z,embb,uesimtun0,10.45.0.2,3966845,78500,4403134,76251,1.234,0,1
2025-12-10T19:37:38.049478Z,urllc,uesimtun1,10.46.0.2,848671,15826,1217542,24814,1.003,0,1
2025-12-10T19:37:38.049478Z,mmtc,uesimtun2,10.47.0.2,888869,16792,1273652,25796,1.006,0,1
2025-12-10T19:37:38.300080Z,embb,uesimtun0,10.45.0.2,3967010,78503,4403378,76256,1.129,0,1
2025-12-10T19:37:38.300080Z,urllc,uesimtun1,10.46.0.2,848836,15829,1217786,24819,0.941,0,1
2025-12-10T19:37:38.300080Z,mmtc,uesimtun2,10.47.0.2,889074,16796,1273956,25802,1.022,0,1
2025-12-10T19:37:38.550030Z,embb,uesimtun0,10.45.0.2,3967175,78506,4403622,76261,1.698,0,1
2025-12-10T19:37:38.550030Z,urllc,uesimtun1,10.46.0.2,849001,15832,1218030,24824,1.231,0,1
2025-12-10T19:37:38.550030Z,mmtc,uesimtun2,10.47.0.2,889239,16799,1274200,25807,1.229,0,1
2025-12-10T19:37:38.799566Z,embb,uesimtun0,10.45.0.2,3967894,78520,4404425,76275,1.185,0,1
2025-12-10T19:37:38.799566Z,urllc,uesimtun1,10.46.0.2,849206,15836,1218334,24830,1.123,0,1
2025-12-10T19:37:38.799566Z,mmtc,uesimtun2,10.47.0.2,889404,16802,1274444,25812,1.111,0,1
2025-12-10T19:37:39.050210Z,embb,uesimtun0,10.45.0.2,3971314,78589,4408034,76335,1.302,0,1
2025-12-10T19:37:39.050210Z,urllc,uesimtun1,10.46.0.2,849411,15840,1218638,24836,0.951,0,1
2025-12-10T19:37:39.050210Z,mmtc,uesimtun2,10.47.0.2,889609,16806,1274748,25818,1.019,0,1
2025-12-10T19:37:39.299185Z,embb,uesimtun0,10.45.0.2,3971479,78592,4408278,76340,1.370,0,1
