ts,slice,iface,ip,rx,rxp,tx,txp,rtt_ms,loss,exists
2025-12-10T19:23:17.923710Z,urllc,uesimtun1,10.46.0.2,213493,3988,305794,6227,0.978,0,1
2025-12-10T19:23:17.923710Z,mmtc,uesimtun2,10.47.0.2,222628,4209,319052,6460,1.025,0,1
2025-12-10T19:23:18.173788Z,embb,uesimtun0,10.45.0.2,1039389,20641,1152828,19926,1.635,0,1
2025-12-10T19:23:18.173788Z,urllc,uesimtun1,10.46.0.2,213658,3991,306038,6232,1.019,0,1
2025-12-10T19:23:18.173788Z,mmtc,uesimtun2,10.47.0.2,222833,4213,319356,6466,1.083,0,1
2025-12-10T19:23:18.424149Z,embb,uesimtun0,10.45.0.2,1039554,20644,1153072,19931,2.657,0,1
2025-12-10T19:23:18.424149Z,urllc,uesimtun1,10.46.0.2,213823,3994,306282,6237,1.216,0,1
2025-12-10T19:23:18.424149Z,mmtc,uesimtun2,10.47.0.2,222998,4216,319600,6471,1.151,0,1
2025-12-10T19:23:18.674057Z,embb,uesimtun0,10.45.0.2,1040570,20664,1154180,19950,1.041,0,1
2025-12-10T19:23:18.674057Z,urllc,uesimtun1,10.46.0.2,213988,3997,306526,6242,0.889,0,1
2025-12-10T19:23:18.674057Z,mmtc,uesimtun2,10.47.0.2,223255,4221,319944,6478,0.973,0,1
2025-12-10T19:23:18.924023Z,embb,uesimtun0,10.45.0.2,1042818,20710,1156616,19991,99.179,0,1
2025-12-10T19:23:18.924023Z,urllc,uesimtun1,10.46.0.2,214153,4000,306770,6247,1.097,0,1
2025-12-10T19:23:18.924023Z,mmtc,uesimtun2,10.47.0.2,223460,4225,320248,6484,1.250,0,1
2025-12-10T19:23:19.173622Z,embb,uesimtun0,10.45.0.2,1043035,20714,1156900,19997,1.156,0,1
2025-12-10T19:23:19.173622Z,urllc,uesimtun1,10.46.0.2,214318,4003,307014,6252,0.856,0,1
2025-12-10T19:23:19.173622Z,mmtc,uesimtun2,10.47.0.2,223625,4228,320492,6489,0.938,0,1
2025-12-10T19:23:19.424263Z,embb,uesimtun0,10.45.0.2,1043200,20717,1157144,20002,1.400,0,1
2025-12-10T19:23:19.424263Z,urllc,uesimtun1,10.46.0.2,214483,4006,307258,6257,1.018,0,1
2025-12-10T19:23:19.424263Z,mmtc,uesimtun2,10.47.0.2,223790,4231,320736,6494,0.960,0,1
2025-12-10T19:23:19.673994Z,embb,uesimtun0,10.45.0.2,1044473,20742,1158506,20025,1.205,0,1
2025-12-10T19:23:19.673994Z,urllc,uesimtun1,10.46.0.2,214728,4011,307622,6264,1.016,0,1
2025-12-10T19:23:19.673994Z,mmtc,uesimtun2,10.47.0.2,224047,4236,321040,6500,1.130,0,1
2025-12-10T19:23:19.923855Z,embb,uesimtun0,10.45.0.2,1046043,20773,1160174,20053,1.160,0,1
2025-12-10T19:23:19.923855Z,urllc,uesimtun1,10.46.0.2,214893,4014,307866,6269,1.014,0,1
2025-12-10T19:23:19.923855Z,mmtc,uesimtun2,10.47.0.2,224252,4240,321344,6506,0.994,0,1
2025-12-10T19:23:20.174062Z,embb,uesimtun0,10.45.0.2,1046208,20776,1160418,20058,1.088,0,1
2025-12-10T19:23:20.174062Z,urllc,uesimtun1,10.46.0.2,215190,4020,308230,6276,0.939,0,1
2025-12-10T19:23:20.174062Z,mmtc,uesimtun2,10.47.0.2,224457,4244,321648,6512,0.964,0,1
2025-12-10T19:23:20.423808Z,embb,uesimtun0,10.45.0.2,1046373,20779,1160662,20063,1.455,0,1
2025-12-10T19:23:20.423808Z,urllc,uesimtun1,10.46.0.2,215355,4023,308474,6281,1.176,0,1
2025-12-10T19:23:20.423808Z,mmtc,uesimtun2,10.47.0.2,224622,4247,321892,6517,1.312,0,1
2025-12-10T19:23:20.674336Z,embb,uesimtun0,10.45.0.2,1047646,20804,1162024,20086,1.016,0,1
2025-12-10T19:23:20.674336Z,urllc,uesimtun1,10.46.0.2,215520,4026,308718,6286,0.911,0,1
2025-12-10T19:23:20.674336Z,mmtc,uesimtun2,10.47.0.2,224787,4250,322136,6522,1.060,0,1
2025-12-10T19:23:20.923952Z,embb,uesimtun0,10.45.0.2,1049449,20840,1163945,20118,1.297,0,1
2025-12-10T19:23:20.923952Z,urllc,uesimtun1,10.46.0.2,215737,4030,309002,6292,0.844,0,1
2025-12-10T19:23:20.923952Z,mmtc,uesimtun2,10.47.0.2,224952,4253,322380,6527,0.836,0,1
2025-12-10T19:23:21.174303Z,embb,uesimtun0,10.45.0.2,1049614,20843,1164189,20123,1.141,0,1
2025-12-10T19:23:21.174303Z,urllc,uesimtun1,10.46.0.2,215902,4033,309246,6297,0.856,0,1
2025-12-10T19:23:21.174303Z,mmtc,uesimtun2,10.47.0.2,225157,4257,322684,6533,0.905,0,1
2025-12-10T19:23:21.423398Z,embb,uesimtun0,10.45.0.2,1049779,20846,1164433,20128,15.695,0,1
2025-12-10T19:23:21.423398Z,urllc,uesimtun1,10.46.0.2,216067,4036,309490,6302,1.006,0,1
2025-12-10T19:23:21.423398Z,mmtc,uesimtun2,10.47.0.2,225322,4260,322928,6538,1.061,0,1
2025-12-10T19:23:21.673497Z,embb,uesimtun0,10.45.0.2,1050538,20861,1165289,20143,1.288,0,1
2025-12-10T19:23:21.673497Z,urllc,uesimtun1,10.46.0.2,216232,4039,309734,6307,1.005,0,1
2025-12-10T19:23:21.673497Z,mmtc,uesimtun2,10.47.0.2,225527,4264,323232,6544,1.197,0,1
2025-12-10T19:23:21.924164Z,embb,uesimtun0,10.45.0.2,1052746,20906,1167673,20183,1.318,0,1
2025-12-10T19:23:21.924164Z,urllc,uesimtun1,10.46.0.2,216397,4042,309978,6312,0.981,0,1
2025-12-10T19:23:21.924164Z,mmtc,uesimtun2,10.47.0.2,225692,4267,323476,6549,1.087,0,1
2025-12-10T19:23:22.173609Z,embb,uesimtun0,10.45.0.2,1052911,20909,1167917,20188,1.244,0,1
2025-12-10T19:23:22.173609Z,urllc,uesimtun1,10.46.0.2,216614,4046,310262,6318,0.918,0,1
2025-12-10T19:23:22.173609Z,mmtc,uesimtun2,10.47.0.2,225989,4273,323880,6557,0.945,0,1
2025-12-10T19:23:22.423939Z,embb,uesimtun0,10.45.0.2,1053076,20912,1168161,20193,115.518,0,1
2025-12-10T19:23:22.423939Z,urllc,uesimtun1,10.46.0.2,216779,4049,310506,6323,0.954,0,1
2025-12-10T19:23:22.423939Z,mmtc,uesimtun2,10.47.0.2,226194,4277,324184,6563,1.155,0,1
2025-12-10T19:23:22.673372Z,embb,uesimtun0,10.45.0.2,1054120,20933,1169323,20213,1.035,0,1
2025-12-10T19:23:22.673372Z,urllc,uesimtun1,10.46.0.2,216984,4053,310810,6329,0.968,0,1
2025-12-10T19:23:22.673372Z,mmtc,uesimtun2,10.47.0.2,226399,4281,324488,6569,0.994,0,1
2025-12-10T19:23:22.923924Z,embb,uesimtun0,10.45.0.2,1056232,20975,1171549,20250,1.484,0,1
2025-12-10T19:23:22.923924Z,urllc,uesimtun1,10.46.0.2,217149,4056,311054,6334,1.156,0,1
2025-12-10T19:23:22.923924Z,mmtc,uesimtun2,10.47.0.2,226616,4285,324772,6575,1.076,0,1
2025-12-10T19:23:23.173668Z,embb,uesimtun0,10.45.0.2,1056397,20978,1171793,20255,1.487,0,1
2025-12-10T19:23:23.173668Z,urllc,uesimtun1,10.46.0.2,217366,4060,311338,6340,1.193,0,1
2025-12-10T19:23:23.173668Z,mmtc,uesimtun2,10.47.0.2,226833,4289,325056,6581,1.118,0,1
2025-12-10T19:23:23.424364Z,embb,uesimtun0,10.45.0.2,1056562,20981,1172037,20260,1.322,0,1
2025-12-10T19:23:23.424364Z,urllc,uesimtun1,10.46.0.2,217583,4064,311622,6346,1.052,0,1
2025-12-10T19:23:23.424364Z,mmtc,uesimtun2,10.47.0.2,226998,4292,325300,6586,1.020,0,1
2025-12-10T19:23:23.674275Z,embb,uesimtun0,10.45.0.2,1057658,21003,1173251,20281,0.951,0,1
2025-12-10T19:23:23.674275Z,urllc,uesimtun1,10.46.0.2,217748,4067,311866,6351,0.945,0,1
2025-12-10T19:23:23.674275Z,mmtc,uesimtun2,10.47.0.2,227163,4295,325544,6591,1.027,0,1
2025-12-10T19:23:23.923656Z,embb,uesimtun0,10.45.0.2,1060199,21054,1175941,20326,56.654,0,1
2025-12-10T19:23:23.923656Z,urllc,uesimtun1,10.46.0.2,217913,4070,312110,6356,1.201,0,1
2025-12-10T19:23:23.923656Z,mmtc,uesimtun2,10.47.0.2,227328,4298,325788,6596,1.397,0,1
2025-12-10T19:23:24.173751Z,embb,uesimtun0,10.45.0.2,1060364,21057,1176185,20331,1.222,0,1
2025-12-10T19:23:24.173751Z,urllc,uesimtun1,10.46.0.2,218130,4074,312394,6362,1.009,0,1
2025-12-10T19:23:24.173751Z,mmtc,uesimtun2,10.47.0.2,227533,4302,326092,6602,0.868,0,1
2025-12-10T19:23:24.423917Z,embb,uesimtun0,10.45.0.2,1060529,21060,1176429,20336,1.498,0,1
2025-12-10T19:23:24.423917Z,urllc,uesimtun1,10.46.0.2,218295,4077,312638,6367,1.340,0,1
2025-12-10T19:23:24.423917Z,mmtc,uesimtun2,10.47.0.2,227750,4306,326376,6608,1.016,0,1
2025-12-10T19:23:24.673597Z,embb,uesimtun0,10.45.0.2,1061288,21075,1177285,20351,1.151,0,1
2025-12-10T19:23:24.673597Z,urllc,uesimtun1,10.46.0.2,218460,4080,312882,6372,0.900,0,1
2025-12-10T19:23:24.673597Z,mmtc,uesimtun2,10.47.0.2,227955,4310,326680,6614,0.881,0,1
2025-12-10T19:23:24.923435Z,embb,uesimtun0,10.45.0.2,1064034,21130,1180174,20399,1.224,0,1
2025-12-10T19:23:24.923435Z,urllc,uesimtun1,10.46.0.2,218625,4083,313126,6377,1.096,0,1
2025-12-10T19:23:24.923435Z,mmtc,uesimtun2,10.47.0.2,228120,4313,326924,6619,1.058,0,1
2025-12-10T19:23:25.173620Z,embb,uesimtun0,10.45.0.2,1064199,21133,1180418,20404,1.481,0,1
2025-12-10T19:23:25.173620Z,urllc,uesimtun1,10.46.0.2,218790,4086,313370,6382,1.066,0,1
2025-12-10T19:23:25.173620Z,mmtc,uesimtun2,10.47.0.2,228377,4318,327228,6625,1.091,0,1
2025-12-10T19:23:25.423400Z,embb,uesimtun0,10.45.0.2,1064364,21136,1180662,20409,1.363,0,1
2025-12-10T19:23:25.423400Z,urllc,uesimtun1,10.46.0.2,218955,4089,313614,6387,1.082,0,1
2025-12-10T19:23:25.423400Z,mmtc,uesimtun2,10.47.0.2,228542,4321,327472,6630,1.041,0,1
2025-12-10T19:23:25.674094Z,embb,uesimtun0,10.45.0.2,1065637,21161,1182024,20432,1.204,0,1
2025-12-10T19:23:25.674094Z,urllc,uesimtun1,10.46.0.2,219172,4093,313898,6393,1.124,0,1
2025-12-10T19:23:25.674094Z,mmtc,uesimtun2,10.47.0.2,228799,4326,327816,6637,1.059,0,1
2025-12-10T19:23:25.923797Z,embb,uesimtun0,10.45.0.2,1068371,21216,1184915,20480,2.288,0,1
2025-12-10T19:23:25.923797Z,urllc,uesimtun1,10.46.0.2,219337,4096,314142,6398,0.926,0,1
2025-12-10T19:23:25.923797Z,mmtc,uesimtun2,10.47.0.2,228964,4329,328060,6642,0.820,0,1
2025-12-10T19:23:26.173565Z,embb,uesimtun0,10.45.0.2,1068536,21219,1185159,20485,1.310,0,1
2025-12-10T19:23:26.173565Z,urllc,uesimtun1,10.46.0.2,219502,4099,314386,6403,0.972,0,1
2025-12-10T19:23:26.173565Z,mmtc,uesimtun2,10.47.0.2,229181,4333,328344,6648,1.051,0,1
2025-12-10T19:23:26.424296Z,embb,uesimtun0,10.45.0.2,1068701,21222,1185403,20490,1.371,0,1
2025-12-10T19:23:26.424296Z,urllc,uesimtun1,10.46.0.2,219667,4102,314630,6408,1.052,0,1
2025-12-10T19:23:26.424296Z,mmtc,uesimtun2,10.47.0.2,229346,4336,328588,6653,1.152,0,1
2025-12-10T19:23:26.674305Z,embb,uesimtun0,10.45.0.2,1070014,21248,1186818,20514,1.268,0,1
2025-12-10T19:23:26.674305Z,urllc,uesimtun1,10.46.0.2,219884,4106,314874,6413,1.270,0,1
2025-12-10T19:23:26.674305Z,mmtc,uesimtun2,10.47.0.2,229511,4339,328832,6658,0.987,0,1
2025-12-10T19:23:26.923787Z,embb,uesimtun0,10.45.0.2,1072062,21289,1188992,20550,1.165,0,1
2025-12-10T19:23:26.923787Z,urllc,uesimtun1,10.46.0.2,220089,4110,315178,6419,1.163,0,1
2025-12-10T19:23:26.923787Z,mmtc,uesimtun2,10.47.0.2,229676,4342,329076,6663,0.988,0,1
2025-12-10T19:23:27.173853Z,embb,uesimtun0,10.45.0.2,1072227,21292,1189236,20555,1.223,0,1
2025-12-10T19:23:27.173853Z,urllc,uesimtun1,10.46.0.2,220294,4114,315482,6425,1.043,0,1
2025-12-10T19:23:27.173853Z,mmtc,uesimtun2,10.47.0.2,229841,4345,329320,6668,1.050,0,1
2025-12-10T19:23:27.423879Z,embb,uesimtun0,10.45.0.2,1072392,21295,1189480,20560,1.220,0,1
2025-12-10T19:23:27.423879Z,urllc,uesimtun1,10.46.0.2,220499,4118,315786,6431,1.079,0,1
2025-12-10T19:23:27.423879Z,mmtc,uesimtun2,10.47.0.2,230046,4349,329624,6674,0.843,0,1
2025-12-10T19:23:27.673556Z,embb,uesimtun0,10.45.0.2,1073368,21314,1190536,20578,1.381,0,1
2025-12-10T19:23:27.673556Z,urllc,uesimtun1,10.46.0.2,220664,4121,316030,6436,1.199,0,1
2025-12-10T19:23:27.673556Z,mmtc,uesimtun2,10.47.0.2,230211,4352,329868,6679,1.460,0,1
2025-12-10T19:23:27.923791Z,embb,uesimtun0,10.45.0.2,1074135,21329,1191780,20599,61.078,0,1
2025-12-10T19:23:27.923791Z,urllc,uesimtun1,10.46.0.2,220881,4125,316314,6442,1.679,0,1
2025-12-10T19:23:27.923791Z,mmtc,uesimtun2,10.47.0.2,230376,4355,330112,6684,1.415,0,1
2025-12-10T19:23:28.174195Z,embb,uesimtun0,10.45.0.2,1075701,21361,1193100,20622,1.357,0,1
2025-12-10T19:23:28.174195Z,urllc,uesimtun1,10.46.0.2,221098,4129,316598,6448,1.232,0,1
2025-12-10T19:23:28.174195Z,mmtc,uesimtun2,10.47.0.2,230581,4359,330416,6690,1.077,0,1
2025-12-10T19:23:28.423702Z,embb,uesimtun0,10.45.0.2,1075866,21364,1193344,20627,32.600,0,1
2025-12-10T19:23:28.423702Z,urllc,uesimtun1,10.46.0.2,221315,4133,316882,6454,1.056,0,1
2025-12-10T19:23:28.423702Z,mmtc,uesimtun2,10.47.0.2,230746,4362,330660,6695,1.067,0,1
2025-12-10T19:23:28.673389Z,embb,uesimtun0,10.45.0.2,1076340,21373,1193881,20637,1.160,0,1
2025-12-10T19:23:28.673389Z,urllc,uesimtun1,10.46.0.2,221480,4136,317126,6459,0.965,0,1
2025-12-10T19:23:28.673389Z,mmtc,uesimtun2,10.47.0.2,230951,4366,330964,6701,1.302,0,1
2025-12-10T19:23:28.923428Z,embb,uesimtun0,10.45.0.2,1077059,21387,1194684,20651,16.506,0,1
2025-12-10T19:23:28.923428Z,urllc,uesimtun1,10.46.0.2,221697,4140,317410,6465,1.160,0,1
2025-12-10T19:23:28.923428Z,mmtc,uesimtun2,10.47.0.2,231168,4370,331248,6707,1.077,0,1
2025-12-10T19:23:29.174073Z,embb,uesimtun0,10.45.0.2,1078332,21412,1196045,20674,1.212,0,1
2025-12-10T19:23:29.174073Z,urllc,uesimtun1,10.46.0.2,221862,4143,317654,6470,0.899,0,1
2025-12-10T19:23:29.174073Z,mmtc,uesimtun2,10.47.0.2,231333,4373,331492,6712,1.110,0,1
2025-12-10T19:23:29.423826Z,embb,uesimtun0,10.45.0.2,1078497,21415,1196289,20679,14.025,0,1
2025-12-10T19:23:29.423826Z,urllc,uesimtun1,10.46.0.2,222079,4147,317898,6475,1.066,0,1
2025-12-10T19:23:29.423826Z,mmtc,uesimtun2,10.47.0.2,231498,4376,331736,6717,1.010,0,1
2025-12-10T19:23:29.674300Z,embb,uesimtun0,10.45.0.2,1078959,21424,1196839,20689,1.190,0,1
2025-12-10T19:23:29.674300Z,urllc,uesimtun1,10.46.0.2,222244,4150,318142,6480,0.978,0,1
2025-12-10T19:23:29.674300Z,mmtc,uesimtun2,10.47.0.2,231743,4381,332100,6724,1.169,0,1
2025-12-10T19:23:29.923548Z,embb,uesimtun0,10.45.0.2,1079798,21441,1197799,20706,1.547,0,1
2025-12-10T19:23:29.923548Z,urllc,uesimtun1,10.46.0.2,222409,4153,318386,6485,1.173,0,1
2025-12-10T19:23:29.923548Z,mmtc,uesimtun2,10.47.0.2,231908,4384,332344,6729,1.410,0,1
2025-12-10T19:23:30.173756Z,embb,uesimtun0,10.45.0.2,1080790,21461,1198908,20725,1.285,0,1
2025-12-10T19:23:30.173756Z,urllc,uesimtun1,10.46.0.2,222614,4157,318690,6491,0.930,0,1
2025-12-10T19:23:30.173756Z,mmtc,uesimtun2,10.47.0.2,232073,4387,332588,6734,0.995,0,1
2025-12-10T19:23:30.424131Z,embb,uesimtun0,10.45.0.2,1080955,21464,1199152,20730,12.773,0,1
2025-12-10T19:23:30.424131Z,urllc,uesimtun1,10.46.0.2,222831,4161,318974,6497,1.245,0,1
2025-12-10T19:23:30.424131Z,mmtc,uesimtun2,10.47.0.2,232238,4390,332832,6739,1.400,0,1
2025-12-10T19:23:30.674301Z,embb,uesimtun0,10.45.0.2,1081417,21473,1199702,20740,1.257,0,1
2025-12-10T19:23:30.674301Z,urllc,uesimtun1,10.46.0.2,222996,4164,319218,6502,1.089,0,1
2025-12-10T19:23:30.674301Z,mmtc,uesimtun2,10.47.0.2,232403,4393,333076,6744,0.946,0,1
2025-12-10T19:23:30.923684Z,embb,uesimtun0,10.45.0.2,1082650,21497,1201177,20765,,1,1
2025-12-10T19:23:30.923684Z,urllc,uesimtun1,10.46.0.2,223161,4167,319462,6507,74.427,0,1
2025-12-10T19:23:30.923684Z,mmtc,uesimtun2,10.47.0.2,232660,4398,333420,6751,1.499,0,1
2025-12-10T19:23:31.203108Z,embb,uesimtun0,10.45.0.2,1083645,21518,1202135,20781,1.127,0,1
2025-12-10T19:23:31.203108Z,urllc,uesimtun1,10.46.0.2,223378,4171,319746,6513,1.061,0,1
2025-12-10T19:23:31.203108Z,mmtc,uesimtun2,10.47.0.2,232877,4402,333704,6757,1.167,0,1
2025-12-10T19:23:31.453948Z,embb,uesimtun0,10.45.0.2,1083810,21521,1202379,20786,1.315,0,1
2025-12-10T19:23:31.453948Z,urllc,uesimtun1,10.46.0.2,223543,4174,319990,6518,0.974,0,1
2025-12-10T19:23:31.453948Z,mmtc,uesimtun2,10.47.0.2,233042,4405,333948,6762,1.081,0,1
2025-12-10T19:23:31.703841Z,embb,uesimtun0,10.45.0.2,1083975,21524,1202623,20791,1.394,0,1
2025-12-10T19:23:31.703841Z,urllc,uesimtun1,10.46.0.2,223828,4180,320414,6526,1.158,0,1
2025-12-10T19:23:31.703841Z,mmtc,uesimtun2,10.47.0.2,233207,4408,334192,6767,1.169,0,1
2025-12-10T19:23:31.954380Z,embb,uesimtun0,10.45.0.2,1084397,21532,1203240,20802,63.209,0,1
2025-12-10T19:23:31.954380Z,urllc,uesimtun1,10.46.0.2,224045,4184,320698,6532,1.803,0,1
2025-12-10T19:23:31.954380Z,mmtc,uesimtun2,10.47.0.2,233412,4412,334496,6773,1.093,0,1
2025-12-10T19:23:32.204089Z,embb,uesimtun0,10.45.0.2,1085453,21553,1204268,20820,1.148,0,1
2025-12-10T19:23:32.204089Z,urllc,uesimtun1,10.46.0.2,224262,4188,320982,6538,1.225,0,1
2025-12-10T19:23:32.204089Z,mmtc,uesimtun2,10.47.0.2,233617,4416,334800,6779,1.221,0,1
2025-12-10T19:23:32.453496Z,embb,uesimtun0,10.45.0.2,1086577,21576,1205534,20842,1.297,0,1
2025-12-10T19:23:32.453496Z,urllc,uesimtun1,10.46.0.2,224507,4193,321346,6545,1.023,0,1
2025-12-10T19:23:32.453496Z,mmtc,uesimtun2,10.47.0.2,233834,4420,335084,6785,0.970,0,1
2025-12-10T19:23:32.703528Z,embb,uesimtun0,10.45.0.2,1086999,21584,1206031,20851,1.219,0,1
2025-12-10T19:23:32.703528Z,urllc,uesimtun1,10.46.0.2,224764,4198,321690,6552,1.269,0,1
2025-12-10T19:23:32.703528Z,mmtc,uesimtun2,10.47.0.2,234039,4424,335388,6791,1.178,0,1
2025-12-10T19:23:32.954039Z,embb,uesimtun0,10.45.0.2,1087758,21599,1206886,20866,1.380,0,1
2025-12-10T19:23:32.954039Z,urllc,uesimtun1,10.46.0.2,224929,4201,321934,6557,1.082,0,1
2025-12-10T19:23:32.954039Z,mmtc,uesimtun2,10.47.0.2,234204,4427,335632,6796,0.994,0,1
2025-12-10T19:23:33.203877Z,embb,uesimtun0,10.45.0.2,1089031,21624,1208247,20889,1.193,0,1
2025-12-10T19:23:33.203877Z,urllc,uesimtun1,10.46.0.2,225094,4204,322178,6562,0.995,0,1
2025-12-10T19:23:33.203877Z,mmtc,uesimtun2,10.47.0.2,234409,4431,335936,6802,0.944,0,1
2025-12-10T19:23:33.506107Z,embb,uesimtun0,10.45.0.2,1090035,21644,1209355,20908,1.428,0,1
2025-12-10T19:23:33.506107Z,urllc,uesimtun1,10.46.0.2,225259,4207,322422,6567,1.168,0,1
2025-12-10T19:23:33.506107Z,mmtc,uesimtun2,10.47.0.2,234626,4435,336180,6807,1.127,0,1
2025-12-10T19:23:33.703346Z,embb,uesimtun0,10.45.0.2,1091011,21663,1210411,20926,0.958,0,1
2025-12-10T19:23:33.703346Z,urllc,uesimtun1,10.46.0.2,225464,4211,322726,6573,1.112,0,1
2025-12-10T19:23:33.703346Z,mmtc,uesimtun2,10.47.0.2,234791,4438,336424,6812,1.058,0,1
2025-12-10T19:23:33.954172Z,embb,uesimtun0,10.45.0.2,1091822,21679,1211307,20942,1.406,0,1
2025-12-10T19:23:33.954172Z,urllc,uesimtun1,10.46.0.2,225629,4214,322970,6578,1.173,0,1
2025-12-10T19:23:33.954172Z,mmtc,uesimtun2,10.47.0.2,234956,4441,336668,6817,2.291,0,1
2025-12-10T19:23:34.204358Z,embb,uesimtun0,10.45.0.2,1093380,21710,1212975,20970,1.289,0,1
2025-12-10T19:23:34.204358Z,urllc,uesimtun1,10.46.0.2,225794,4217,323214,6583,0.964,0,1
2025-12-10T19:23:34.204358Z,mmtc,uesimtun2,10.47.0.2,235253,4447,337072,6825,0.985,0,1
2025-12-10T19:23:34.454126Z,embb,uesimtun0,10.45.0.2,1094504,21733,1214241,20992,37.783,0,1
2025-12-10T19:23:34.454126Z,urllc,uesimtun1,10.46.0.2,225959,4220,323458,6588,1.059,0,1
2025-12-10T19:23:34.454126Z,mmtc,uesimtun2,10.47.0.2,235470,4451,337356,6831,1.009,0,1
2025-12-10T19:23:34.703598Z,embb,uesimtun0,10.45.0.2,1095275,21748,1215084,21007,1.502,0,1
2025-12-10T19:23:34.703598Z,urllc,uesimtun1,10.46.0.2,226164,4224,323762,6594,1.175,0,1
2025-12-10T19:23:34.703598Z,mmtc,uesimtun2,10.47.0.2,235687,4455,337640,6837,1.052,0,1
2025-12-10T19:23:34.953714Z,embb,uesimtun0,10.45.0.2,1096211,21766,1216087,21024,1.116,0,1
2025-12-10T19:23:34.953714Z,urllc,uesimtun1,10.46.0.2,226381,4228,324046,6600,1.004,0,1
2025-12-10T19:23:34.953714Z,mmtc,uesimtun2,10.47.0.2,235852,4458,337884,6842,0.937,0,1
2025-12-10T19:23:35.203934Z,embb,uesimtun0,10.45.0.2,1097769,21797,1217755,21052,1.404,0,1
2025-12-10T19:23:35.203934Z,urllc,uesimtun1,10.46.0.2,226638,4233,324390,6607,1.030,0,1
2025-12-10T19:23:35.203934Z,mmtc,uesimtun2,10.47.0.2,236017,4461,338128,6847,1.020,0,1
2025-12-10T19:23:35.453919Z,embb,uesimtun0,10.45.0.2,1098705,21815,1218758,21069,107.737,0,1
2025-12-10T19:23:35.453919Z,urllc,uesimtun1,10.46.0.2,226803,4236,324634,6612,1.117,0,1
2025-12-10T19:23:35.453919Z,mmtc,uesimtun2,10.47.0.2,236182,4464,338372,6852,0.956,0,1
2025-12-10T19:23:35.703407Z,embb,uesimtun0,10.45.0.2,1099412,21829,1219561,21083,1.132,0,1
2025-12-10T19:23:35.703407Z,urllc,uesimtun1,10.46.0.2,226968,4239,324878,6617,1.011,0,1
2025-12-10T19:23:35.703407Z,mmtc,uesimtun2,10.47.0.2,236439,4469,338716,6859,0.957,0,1
2025-12-10T19:23:35.953364Z,embb,uesimtun0,10.45.0.2,1100388,21848,1220617,21101,1.339,0,1
2025-12-10T19:23:35.953364Z,urllc,uesimtun1,10.46.0.2,227185,4243,325162,6623,1.065,0,1
2025-12-10T19:23:35.953364Z,mmtc,uesimtun2,10.47.0.2,236604,4472,338960,6864,1.034,0,1
2025-12-10T19:23:36.204106Z,embb,uesimtun0,10.45.0.2,1101958,21879,1222285,21129,1.110,0,1
2025-12-10T19:23:36.204106Z,urllc,uesimtun1,10.46.0.2,227350,4246,325406,6628,0.968,0,1
2025-12-10T19:23:36.204106Z,mmtc,uesimtun2,10.47.0.2,236849,4477,339324,6871,1.107,0,1
2025-12-10T19:23:36.453956Z,embb,uesimtun0,10.45.0.2,1102962,21899,1223393,21148,7.540,0,1
2025-12-10T19:23:36.453956Z,urllc,uesimtun1,10.46.0.2,227567,4250,325690,6634,1.090,0,1
2025-12-10T19:23:36.453956Z,mmtc,uesimtun2,10.47.0.2,237014,4480,339568,6876,1.113,0,1
2025-12-10T19:23:36.703612Z,embb,uesimtun0,10.45.0.2,1103721,21914,1224248,21163,1.158,0,1
2025-12-10T19:23:36.703612Z,urllc,uesimtun1,10.46.0.2,227732,4253,325934,6639,1.041,0,1
2025-12-10T19:23:36.703612Z,mmtc,uesimtun2,10.47.0.2,237299,4486,339992,6884,0.981,0,1
2025-12-10T19:23:36.954014Z,embb,uesimtun0,10.45.0.2,1104737,21934,1225357,21182,1.047,0,1
2025-12-10T19:23:36.954014Z,urllc,uesimtun1,10.46.0.2,227897,4256,326178,6644,0.997,0,1
2025-12-10T19:23:36.954014Z,mmtc,uesimtun2,10.47.0.2,237516,4490,340276,6890,0.973,0,1
2025-12-10T19:23:37.204054Z,embb,uesimtun0,10.45.0.2,1105998,21959,1226719,21205,0.933,0,1
2025-12-10T19:23:37.204054Z,urllc,uesimtun1,10.46.0.2,228142,4261,326542,6651,0.924,0,1
2025-12-10T19:23:37.204054Z,mmtc,uesimtun2,10.47.0.2,237813,4496,340680,6898,0.890,0,1
2025-12-10T19:23:37.582187Z,embb,uesimtun0,10.45.0.2,1106460,21968,1227269,21215,3.463,0,1
2025-12-10T19:23:37.582187Z,urllc,uesimtun1,10.46.0.2,228347,4265,326846,6657,1.085,0,1
2025-12-10T19:23:37.582187Z,mmtc,uesimtun2,10.47.0.2,237978,4499,340924,6903,1.112,0,1
2025-12-10T19:23:37.703800Z,embb,uesimtun0,10.45.0.2,1107179,21982,1228072,21229,1.118,0,1
2025-12-10T19:23:37.703800Z,urllc,uesimtun1,10.46.0.2,228552,4269,327150,6663,0.911,0,1
2025-12-10T19:23:37.703800Z,mmtc,uesimtun2,10.47.0.2,238195,4503,341208,6909,1.102,0,1
2025-12-10T19:23:37.953913Z,embb,uesimtun0,10.45.0.2,1107926,21997,1228928,21244,1.217,0,1
2025-12-10T19:23:37.953913Z,urllc,uesimtun1,10.46.0.2,228717,4272,327394,6668,1.106,0,1
2025-12-10T19:23:37.953913Z,mmtc,uesimtun2,10.47.0.2,238412,4507,341492,6915,1.085,0,1
