ts,slice,ifname,rx_bytes,rx_pkts,tx_bytes,tx_pkts,tcp_rtt_ms,probe_loss,tun_exists
2025-11-25T17:19:19.283939Z,mmtc,uesimtun2,288246,4398,354500,6016,1.006,0,1
2025-11-25T17:19:19.534604Z,embb,uesimtun0,291461,4410,363836,6238,1.280,0,1
2025-11-25T17:19:19.534604Z,urllc,uesimtun1,262009,4190,293920,4557,1.207,0,1
2025-11-25T17:19:19.534604Z,mmtc,uesimtun2,288411,4401,354744,6021,1.037,0,1
2025-11-25T17:19:19.784063Z,embb,uesimtun0,291626,4413,364080,6243,1.245,0,1
2025-11-25T17:19:19.784063Z,urllc,uesimtun1,262149,4193,294084,4560,0.944,0,1
2025-11-25T17:19:19.784063Z,mmtc,uesimtun2,288576,4404,354988,6026,0.972,0,1
2025-11-25T17:19:20.034767Z,embb,uesimtun0,291791,4416,364324,6248,1.307,0,1
2025-11-25T17:19:20.034767Z,urllc,uesimtun1,262289,4196,294248,4563,1.042,0,1
2025-11-25T17:19:20.034767Z,mmtc,uesimtun2,288741,4407,355232,6031,0.985,0,1
2025-11-25T17:19:20.284781Z,embb,uesimtun0,291956,4419,364568,6253,1.251,0,1
2025-11-25T17:19:20.284781Z,urllc,uesimtun1,262429,4199,294412,4566,0.909,0,1
2025-11-25T17:19:20.284781Z,mmtc,uesimtun2,288906,4410,355476,6036,0.948,0,1
2025-11-25T17:19:20.534659Z,embb,uesimtun0,292121,4422,364812,6258,1.258,0,1
2025-11-25T17:19:20.534659Z,urllc,uesimtun1,262569,4202,294576,4569,0.959,0,1
2025-11-25T17:19:20.534659Z,mmtc,uesimtun2,289071,4413,355720,6041,0.938,0,1
2025-11-25T17:19:20.784047Z,embb,uesimtun0,292286,4425,365056,6263,1.323,0,1
2025-11-25T17:19:20.784047Z,urllc,uesimtun1,262734,4205,294820,4574,0.871,0,1
2025-11-25T17:19:20.784047Z,mmtc,uesimtun2,289211,4416,355884,6044,1.074,0,1
2025-11-25T17:19:21.034338Z,embb,uesimtun0,292451,4428,365300,6268,1.258,0,1
2025-11-25T17:19:21.034338Z,urllc,uesimtun1,262874,4208,294984,4577,0.896,0,1
2025-11-25T17:19:21.034338Z,mmtc,uesimtun2,289376,4419,356128,6049,0.911,0,1
2025-11-25T17:19:21.284906Z,embb,uesimtun0,292616,4431,365544,6273,1.291,0,1
2025-11-25T17:19:21.284906Z,urllc,uesimtun1,263014,4211,295148,4580,0.947,0,1
2025-11-25T17:19:21.284906Z,mmtc,uesimtun2,289541,4422,356372,6054,1.186,0,1
2025-11-25T17:19:21.534705Z,embb,uesimtun0,292781,4434,365788,6278,1.433,0,1
2025-11-25T17:19:21.534705Z,urllc,uesimtun1,263154,4214,295312,4583,0.961,0,1
2025-11-25T17:19:21.534705Z,mmtc,uesimtun2,289706,4425,356616,6059,0.959,0,1
2025-11-25T17:19:21.784202Z,embb,uesimtun0,292946,4437,366032,6283,1.220,0,1
2025-11-25T17:19:21.784202Z,urllc,uesimtun1,263294,4217,295476,4586,,1,1
2025-11-25T17:19:21.784202Z,mmtc,uesimtun2,289871,4428,356860,6064,1.050,0,1
2025-11-25T17:19:22.034154Z,embb,uesimtun0,293111,4440,366276,6288,1.160,0,1
2025-11-25T17:19:22.034154Z,urllc,uesimtun1,263334,4218,295536,4587,1.030,0,1
2025-11-25T17:19:22.034154Z,mmtc,uesimtun2,290036,4431,357104,6069,0.961,0,1
2025-11-25T17:19:22.284082Z,embb,uesimtun0,293276,4443,366520,6293,1.388,0,1
2025-11-25T17:19:22.284082Z,urllc,uesimtun1,263474,4221,295700,4590,0.929,0,1
2025-11-25T17:19:22.284082Z,mmtc,uesimtun2,290201,4434,357348,6074,0.947,0,1
2025-11-25T17:19:22.534480Z,embb,uesimtun0,293441,4446,366764,6298,1.264,0,1
2025-11-25T17:19:22.534480Z,urllc,uesimtun1,263614,4224,295864,4593,,1,1
2025-11-25T17:19:22.534480Z,mmtc,uesimtun2,290366,4437,357592,6079,1.076,0,1
2025-11-25T17:19:22.784312Z,embb,uesimtun0,293606,4449,367008,6303,1.348,0,1
2025-11-25T17:19:22.784312Z,urllc,uesimtun1,263654,4225,295924,4594,1.037,0,1
2025-11-25T17:19:22.784312Z,mmtc,uesimtun2,290583,4441,357836,6084,1.088,0,1
2025-11-25T17:19:23.034599Z,embb,uesimtun0,293771,4452,367252,6308,1.266,0,1
2025-11-25T17:19:23.034599Z,urllc,uesimtun1,263794,4228,296088,4597,,1,1
2025-11-25T17:19:23.034599Z,mmtc,uesimtun2,290748,4444,358080,6089,0.950,0,1
2025-11-25T17:19:23.284767Z,embb,uesimtun0,293936,4455,367496,6313,1.292,0,1
2025-11-25T17:19:23.284767Z,urllc,uesimtun1,263834,4229,296148,4598,,1,1
2025-11-25T17:19:23.284767Z,mmtc,uesimtun2,290913,4447,358324,6094,1.124,0,1
2025-11-25T17:19:23.534246Z,embb,uesimtun0,294101,4458,367740,6318,1.354,0,1
2025-11-25T17:19:23.534246Z,urllc,uesimtun1,263874,4230,296208,4599,1.019,0,1
2025-11-25T17:19:23.534246Z,mmtc,uesimtun2,291078,4450,358568,6099,1.019,0,1
2025-11-25T17:19:23.784745Z,embb,uesimtun0,294266,4461,367984,6323,1.250,0,1
2025-11-25T17:19:23.784745Z,urllc,uesimtun1,264014,4233,296372,4602,1.140,0,1
2025-11-25T17:19:23.784745Z,mmtc,uesimtun2,291243,4453,358812,6104,0.818,0,1
2025-11-25T17:19:24.035000Z,embb,uesimtun0,294431,4464,368228,6328,1.278,0,1
2025-11-25T17:19:24.035000Z,urllc,uesimtun1,264154,4236,296536,4605,1.074,0,1
2025-11-25T17:19:24.035000Z,mmtc,uesimtun2,291408,4456,359056,6109,1.034,0,1
2025-11-25T17:19:24.284628Z,embb,uesimtun0,294596,4467,368472,6333,1.342,0,1
2025-11-25T17:19:24.284628Z,urllc,uesimtun1,264294,4239,296700,4608,1.004,0,1
2025-11-25T17:19:24.284628Z,mmtc,uesimtun2,291573,4459,359300,6114,1.068,0,1
2025-11-25T17:19:24.534381Z,embb,uesimtun0,294761,4470,368716,6338,2.265,0,1
2025-11-25T17:19:24.534381Z,urllc,uesimtun1,264459,4242,296944,4613,0.971,0,1
2025-11-25T17:19:24.534381Z,mmtc,uesimtun2,291713,4462,359464,6117,1.102,0,1
2025-11-25T17:19:24.784083Z,embb,uesimtun0,294926,4473,368960,6343,1.268,0,1
2025-11-25T17:19:24.784083Z,urllc,uesimtun1,264599,4245,297108,4616,0.940,0,1
2025-11-25T17:19:24.784083Z,mmtc,uesimtun2,291878,4465,359708,6122,0.859,0,1
2025-11-25T17:19:25.034927Z,embb,uesimtun0,295091,4476,369204,6348,1.292,0,1
2025-11-25T17:19:25.034927Z,urllc,uesimtun1,264739,4248,297272,4619,1.065,0,1
2025-11-25T17:19:25.034927Z,mmtc,uesimtun2,292043,4468,359952,6127,1.074,0,1
2025-11-25T17:19:25.284126Z,embb,uesimtun0,295256,4479,369448,6353,1.291,0,1
2025-11-25T17:19:25.284126Z,urllc,uesimtun1,264879,4251,297436,4622,1.015,0,1
2025-11-25T17:19:25.284126Z,mmtc,uesimtun2,292208,4471,360196,6132,1.002,0,1
2025-11-25T17:19:25.534963Z,embb,uesimtun0,295421,4482,369692,6358,1.271,0,1
2025-11-25T17:19:25.534963Z,urllc,uesimtun1,265019,4254,297600,4625,1.039,0,1
2025-11-25T17:19:25.534963Z,mmtc,uesimtun2,292373,4474,360440,6137,0.974,0,1
2025-11-25T17:19:25.784647Z,embb,uesimtun0,295586,4485,369936,6363,1.301,0,1
2025-11-25T17:19:25.784647Z,urllc,uesimtun1,265159,4257,297764,4628,1.025,0,1
2025-11-25T17:19:25.784647Z,mmtc,uesimtun2,292538,4477,360684,6142,1.056,0,1
2025-11-25T17:19:26.034546Z,embb,uesimtun0,295751,4488,370180,6368,1.285,0,1
2025-11-25T17:19:26.034546Z,urllc,uesimtun1,265299,4260,297928,4631,1.071,0,1
2025-11-25T17:19:26.034546Z,mmtc,uesimtun2,292703,4480,360928,6147,1.090,0,1
2025-11-25T17:19:26.284717Z,embb,uesimtun0,295916,4491,370424,6373,1.233,0,1
2025-11-25T17:19:26.284717Z,urllc,uesimtun1,265464,4263,298172,4636,0.993,0,1
2025-11-25T17:19:26.284717Z,mmtc,uesimtun2,292868,4483,361172,6152,0.889,0,1
2025-11-25T17:19:26.534700Z,embb,uesimtun0,296081,4494,370668,6378,1.279,0,1
2025-11-25T17:19:26.534700Z,urllc,uesimtun1,265604,4266,298336,4639,0.961,0,1
2025-11-25T17:19:26.534700Z,mmtc,uesimtun2,293033,4486,361416,6157,0.994,0,1
2025-11-25T17:19:26.784279Z,embb,uesimtun0,296246,4497,370912,6383,1.392,0,1
2025-11-25T17:19:26.784279Z,urllc,uesimtun1,265769,4269,298580,4644,,1,1
2025-11-25T17:19:26.784279Z,mmtc,uesimtun2,293173,4489,361580,6160,0.989,0,1
2025-11-25T17:19:27.034643Z,embb,uesimtun0,296411,4500,371156,6388,1.317,0,1
2025-11-25T17:19:27.034643Z,urllc,uesimtun1,265809,4270,298640,4645,1.081,0,1
2025-11-25T17:19:27.034643Z,mmtc,uesimtun2,293338,4492,361824,6165,1.017,0,1
2025-11-25T17:19:27.284035Z,embb,uesimtun0,296576,4503,371400,6393,1.331,0,1
2025-11-25T17:19:27.284035Z,urllc,uesimtun1,265974,4273,298884,4650,1.078,0,1
2025-11-25T17:19:27.284035Z,mmtc,uesimtun2,293478,4495,361988,6168,1.014,0,1
2025-11-25T17:19:27.534840Z,embb,uesimtun0,296741,4506,371644,6398,1.255,0,1
2025-11-25T17:19:27.534840Z,urllc,uesimtun1,266114,4276,299048,4653,1.047,0,1
2025-11-25T17:19:27.534840Z,mmtc,uesimtun2,293643,4498,362232,6173,0.908,0,1
2025-11-25T17:19:27.784156Z,embb,uesimtun0,296906,4509,371888,6403,1.320,0,1
2025-11-25T17:19:27.784156Z,urllc,uesimtun1,266254,4279,299212,4656,,1,1
2025-11-25T17:19:27.784156Z,mmtc,uesimtun2,293860,4502,362476,6178,1.003,0,1
2025-11-25T17:19:28.034362Z,embb,uesimtun0,297071,4512,372132,6408,1.329,0,1
2025-11-25T17:19:28.034362Z,urllc,uesimtun1,266294,4280,299272,4657,1.011,0,1
2025-11-25T17:19:28.034362Z,mmtc,uesimtun2,294025,4505,362720,6183,0.997,0,1
2025-11-25T17:19:28.284991Z,embb,uesimtun0,297236,4515,372376,6413,1.340,0,1
2025-11-25T17:19:28.284991Z,urllc,uesimtun1,266434,4283,299436,4660,1.131,0,1
2025-11-25T17:19:28.284991Z,mmtc,uesimtun2,294190,4508,362964,6188,1.029,0,1
2025-11-25T17:19:28.534682Z,embb,uesimtun0,297453,4519,372620,6418,1.270,0,1
2025-11-25T17:19:28.534682Z,urllc,uesimtun1,266574,4286,299600,4663,1.049,0,1
2025-11-25T17:19:28.534682Z,mmtc,uesimtun2,294355,4511,363208,6193,1.043,0,1
2025-11-25T17:19:28.784269Z,embb,uesimtun0,297618,4522,372864,6423,1.272,0,1
2025-11-25T17:19:28.784269Z,urllc,uesimtun1,266714,4289,299764,4666,0.955,0,1
2025-11-25T17:19:28.784269Z,mmtc,uesimtun2,294520,4514,363452,6198,1.125,0,1
2025-11-25T17:19:29.034367Z,embb,uesimtun0,297783,4525,373108,6428,1.135,0,1
2025-11-25T17:19:29.034367Z,urllc,uesimtun1,266854,4292,299928,4669,1.145,0,1
2025-11-25T17:19:29.034367Z,mmtc,uesimtun2,294685,4517,363696,6203,0.976,0,1
2025-11-25T17:19:29.284403Z,embb,uesimtun0,297948,4528,373352,6433,1.351,0,1
2025-11-25T17:19:29.284403Z,urllc,uesimtun1,266994,4295,300092,4672,,1,1
2025-11-25T17:19:29.284403Z,mmtc,uesimtun2,294902,4521,363940,6208,0.930,0,1
2025-11-25T17:19:29.534503Z,embb,uesimtun0,298113,4531,373596,6438,1.241,0,1
2025-11-25T17:19:29.534503Z,urllc,uesimtun1,267034,4296,300152,4673,1.020,0,1
2025-11-25T17:19:29.534503Z,mmtc,uesimtun2,295067,4524,364184,6213,0.945,0,1
2025-11-25T17:19:29.784163Z,embb,uesimtun0,298278,4534,373840,6443,1.296,0,1
2025-11-25T17:19:29.784163Z,urllc,uesimtun1,267174,4299,300316,4676,,1,1
2025-11-25T17:19:29.784163Z,mmtc,uesimtun2,295284,4528,364428,6218,1.014,0,1
2025-11-25T17:19:30.034296Z,embb,uesimtun0,298443,4537,374084,6448,1.226,0,1
2025-11-25T17:19:30.034296Z,urllc,uesimtun1,267214,4300,300376,4677,1.026,0,1
2025-11-25T17:19:30.034296Z,mmtc,uesimtun2,295449,4531,364672,6223,0.879,0,1
2025-11-25T17:19:30.284842Z,embb,uesimtun0,298608,4540,374328,6453,1.182,0,1
2025-11-25T17:19:30.284842Z,urllc,uesimtun1,267354,4303,300540,4680,1.023,0,1
2025-11-25T17:19:30.284842Z,mmtc,uesimtun2,295614,4534,364916,6228,0.847,0,1
2025-11-25T17:19:30.534657Z,embb,uesimtun0,298773,4543,374572,6458,1.261,0,1
2025-11-25T17:19:30.534657Z,urllc,uesimtun1,267519,4306,300784,4685,0.953,0,1
2025-11-25T17:19:30.534657Z,mmtc,uesimtun2,295754,4537,365080,6231,0.940,0,1
2025-11-25T17:19:30.784074Z,embb,uesimtun0,298938,4546,374816,6463,1.297,0,1
2025-11-25T17:19:30.784074Z,urllc,uesimtun1,267659,4309,300948,4688,0.870,0,1
2025-11-25T17:19:30.784074Z,mmtc,uesimtun2,295919,4540,365324,6236,0.890,0,1
2025-11-25T17:19:31.034825Z,embb,uesimtun0,299103,4549,375060,6468,1.209,0,1
2025-11-25T17:19:31.034825Z,urllc,uesimtun1,267799,4312,301112,4691,1.012,0,1
2025-11-25T17:19:31.034825Z,mmtc,uesimtun2,296084,4543,365568,6241,0.935,0,1
2025-11-25T17:19:31.284094Z,embb,uesimtun0,299268,4552,375304,6473,1.304,0,1
2025-11-25T17:19:31.284094Z,urllc,uesimtun1,267964,4315,301356,4696,1.104,0,1
2025-11-25T17:19:31.284094Z,mmtc,uesimtun2,296249,4546,365812,6246,0.992,0,1
2025-11-25T17:19:31.534938Z,embb,uesimtun0,299433,4555,375548,6478,1.276,0,1
2025-11-25T17:19:31.534938Z,urllc,uesimtun1,268104,4318,301520,4699,0.927,0,1
2025-11-25T17:19:31.534938Z,mmtc,uesimtun2,296414,4549,366056,6251,0.954,0,1
2025-11-25T17:19:31.784310Z,embb,uesimtun0,299598,4558,375792,6483,1.273,0,1
2025-11-25T17:19:31.784310Z,urllc,uesimtun1,268244,4321,301684,4702,,1,1
2025-11-25T17:19:31.784310Z,mmtc,uesimtun2,296579,4552,366300,6256,1.018,0,1
2025-11-25T17:19:32.034851Z,embb,uesimtun0,299763,4561,376036,6488,1.231,0,1
2025-11-25T17:19:32.034851Z,urllc,uesimtun1,268284,4322,301744,4703,1.050,0,1
2025-11-25T17:19:32.034851Z,mmtc,uesimtun2,296744,4555,366544,6261,0.907,0,1
2025-11-25T17:19:32.284661Z,embb,uesimtun0,299928,4564,376280,6493,1.280,0,1
2025-11-25T17:19:32.284661Z,urllc,uesimtun1,268424,4325,301908,4706,1.049,0,1
2025-11-25T17:19:32.284661Z,mmtc,uesimtun2,296909,4558,366788,6266,0.991,0,1
2025-11-25T17:19:32.535021Z,embb,uesimtun0,300093,4567,376524,6498,1.361,0,1
2025-11-25T17:19:32.535021Z,urllc,uesimtun1,268564,4328,302072,4709,,1,1
2025-11-25T17:19:32.535021Z,mmtc,uesimtun2,297074,4561,367032,6271,0.942,0,1
2025-11-25T17:19:32.784262Z,embb,uesimtun0,300258,4570,376768,6503,1.312,0,1
2025-11-25T17:19:32.784262Z,urllc,uesimtun1,268604,4329,302132,4710,,1,1
2025-11-25T17:19:32.784262Z,mmtc,uesimtun2,297239,4564,367276,6276,0.973,0,1
2025-11-25T17:19:33.034943Z,embb,uesimtun0,300423,4573,377012,6508,1.252,0,1
2025-11-25T17:19:33.034943Z,urllc,uesimtun1,268644,4330,302192,4711,0.965,0,1
2025-11-25T17:19:33.034943Z,mmtc,uesimtun2,297404,4567,367520,6281,1.068,0,1
2025-11-25T17:19:33.284675Z,embb,uesimtun0,300588,4576,377256,6513,1.273,0,1
2025-11-25T17:19:33.284675Z,urllc,uesimtun1,268784,4333,302356,4714,1.022,0,1
2025-11-25T17:19:33.284675Z,mmtc,uesimtun2,297569,4570,367764,6286,0.851,0,1
2025-11-25T17:19:33.534666Z,embb,uesimtun0,300753,4579,377500,6518,1.292,0,1
2025-11-25T17:19:33.534666Z,urllc,uesimtun1,268924,4336,302520,4717,1.026,0,1
2025-11-25T17:19:33.534666Z,mmtc,uesimtun2,297734,4573,368008,6291,,1,1
2025-11-25T17:19:33.784384Z,embb,uesimtun0,300918,4582,377744,6523,1.339,0,1
2025-11-25T17:19:33.784384Z,urllc,uesimtun1,269089,4339,302764,4722,2.199,0,1
2025-11-25T17:19:33.784384Z,mmtc,uesimtun2,297774,4574,368068,6292,,1,1
2025-11-25T17:19:34.034604Z,embb,uesimtun0,301083,4585,377988,6528,1.177,0,1
2025-11-25T17:19:34.034604Z,urllc,uesimtun1,269254,4342,303008,4727,1.054,0,1
2025-11-25T17:19:34.034604Z,mmtc,uesimtun2,297814,4575,368128,6293,0.967,0,1
2025-11-25T17:19:34.283866Z,embb,uesimtun0,301248,4588,378232,6533,1.316,0,1
2025-11-25T17:19:34.283866Z,urllc,uesimtun1,269394,4345,303172,4730,0.979,0,1
2025-11-25T17:19:34.283866Z,mmtc,uesimtun2,297979,4578,368372,6298,1.034,0,1
2025-11-25T17:19:34.534246Z,embb,uesimtun0,301413,4591,378476,6538,1.275,0,1
2025-11-25T17:19:34.534246Z,urllc,uesimtun1,269534,4348,303336,4733,1.021,0,1
2025-11-25T17:19:34.534246Z,mmtc,uesimtun2,298144,4581,368616,6303,0.875,0,1
2025-11-25T17:19:34.784129Z,embb,uesimtun0,301578,4594,378720,6543,1.276,0,1
2025-11-25T17:19:34.784129Z,urllc,uesimtun1,269674,4351,303500,4736,1.045,0,1
2025-11-25T17:19:34.784129Z,mmtc,uesimtun2,298309,4584,368860,6308,1.036,0,1
2025-11-25T17:19:35.034764Z,embb,uesimtun0,301743,4597,378964,6548,1.269,0,1
2025-11-25T17:19:35.034764Z,urllc,uesimtun1,269814,4354,303664,4739,1.111,0,1
2025-11-25T17:19:35.034764Z,mmtc,uesimtun2,298474,4587,369104,6313,1.018,0,1
2025-11-25T17:19:35.284198Z,embb,uesimtun0,301908,4600,379208,6553,1.391,0,1
2025-11-25T17:19:35.284198Z,urllc,uesimtun1,269954,4357,303828,4742,1.096,0,1
2025-11-25T17:19:35.284198Z,mmtc,uesimtun2,298639,4590,369348,6318,1.006,0,1
2025-11-25T17:19:35.534797Z,embb,uesimtun0,302073,4603,379452,6558,1.233,0,1
2025-11-25T17:19:35.534797Z,urllc,uesimtun1,270094,4360,303992,4745,0.993,0,1
2025-11-25T17:19:35.534797Z,mmtc,uesimtun2,298804,4593,369592,6323,1.029,0,1
2025-11-25T17:19:35.784114Z,embb,uesimtun0,302238,4606,379696,6563,1.245,0,1
2025-11-25T17:19:35.784114Z,urllc,uesimtun1,270234,4363,304156,4748,,1,1
2025-11-25T17:19:35.784114Z,mmtc,uesimtun2,298969,4596,369836,6328,1.010,0,1
2025-11-25T17:19:36.034696Z,embb,uesimtun0,302403,4609,379940,6568,1.330,0,1
2025-11-25T17:19:36.034696Z,urllc,uesimtun1,270274,4364,304216,4749,1.095,0,1
2025-11-25T17:19:36.034696Z,mmtc,uesimtun2,299134,4599,370080,6333,0.858,0,1
2025-11-25T17:19:36.284502Z,embb,uesimtun0,302568,4612,380184,6573,1.344,0,1
2025-11-25T17:19:36.284502Z,urllc,uesimtun1,270439,4367,304460,4754,,1,1
2025-11-25T17:19:36.284502Z,mmtc,uesimtun2,299274,4602,370244,6336,0.995,0,1
2025-11-25T17:19:36.534553Z,embb,uesimtun0,302733,4615,380428,6578,1.354,0,1
2025-11-25T17:19:36.534553Z,urllc,uesimtun1,270479,4368,304520,4755,1.044,0,1
2025-11-25T17:19:36.534553Z,mmtc,uesimtun2,299439,4605,370488,6341,1.003,0,1
2025-11-25T17:19:36.784882Z,embb,uesimtun0,302898,4618,380672,6583,1.347,0,1
2025-11-25T17:19:36.784882Z,urllc,uesimtun1,270619,4371,304684,4758,1.062,0,1
2025-11-25T17:19:36.784882Z,mmtc,uesimtun2,299604,4608,370732,6346,0.995,0,1
2025-11-25T17:19:37.034757Z,embb,uesimtun0,303063,4621,380916,6588,1.290,0,1
2025-11-25T17:19:37.034757Z,urllc,uesimtun1,270759,4374,304848,4761,1.002,0,1
2025-11-25T17:19:37.034757Z,mmtc,uesimtun2,299769,4611,370976,6351,0.985,0,1
2025-11-25T17:19:37.284817Z,embb,uesimtun0,303228,4624,381160,6593,1.261,0,1
2025-11-25T17:19:37.284817Z,urllc,uesimtun1,270899,4377,305012,4764,1.125,0,1
2025-11-25T17:19:37.284817Z,mmtc,uesimtun2,299934,4614,371220,6356,1.265,0,1
2025-11-25T17:19:37.534798Z,embb,uesimtun0,303393,4627,381404,6598,1.243,0,1
2025-11-25T17:19:37.534798Z,urllc,uesimtun1,271039,4380,305176,4767,0.966,0,1
2025-11-25T17:19:37.534798Z,mmtc,uesimtun2,300099,4617,371464,6361,1.070,0,1
2025-11-25T17:19:37.784192Z,embb,uesimtun0,303558,4630,381648,6603,1.304,0,1
2025-11-25T17:19:37.784192Z,urllc,uesimtun1,271179,4383,305340,4770,0.960,0,1
2025-11-25T17:19:37.784192Z,mmtc,uesimtun2,300264,4620,371708,6366,1.059,0,1
2025-11-25T17:19:38.034170Z,embb,uesimtun0,303723,4633,381892,6608,1.364,0,1
2025-11-25T17:19:38.034170Z,urllc,uesimtun1,271319,4386,305504,4773,1.087,0,1
2025-11-25T17:19:38.034170Z,mmtc,uesimtun2,300429,4623,371952,6371,1.043,0,1
2025-11-25T17:19:38.284081Z,embb,uesimtun0,303888,4636,382136,6613,1.294,0,1
2025-11-25T17:19:38.284081Z,urllc,uesimtun1,271459,4389,305668,4776,0.989,0,1
2025-11-25T17:19:38.284081Z,mmtc,uesimtun2,300594,4626,372196,6376,1.065,0,1
2025-11-25T17:19:38.535023Z,embb,uesimtun0,304053,4639,382380,6618,1.407,0,1
2025-11-25T17:19:38.535023Z,urllc,uesimtun1,271599,4392,305832,4779,0.998,0,1
2025-11-25T17:19:38.535023Z,mmtc,uesimtun2,300759,4629,372440,6381,1.088,0,1
2025-11-25T17:19:38.784194Z,embb,uesimtun0,304218,4642,382624,6623,1.333,0,1
2025-11-25T17:19:38.784194Z,urllc,uesimtun1,271739,4395,305996,4782,0.935,0,1
2025-11-25T17:19:38.784194Z,mmtc,uesimtun2,300924,4632,372684,6386,1.006,0,1
2025-11-25T17:19:39.034237Z,embb,uesimtun0,304383,4645,382868,6628,1.312,0,1
2025-11-25T17:19:39.034237Z,urllc,uesimtun1,271879,4398,306160,4785,1.004,0,1
2025-11-25T17:19:39.034237Z,mmtc,uesimtun2,301089,4635,372928,6391,1.053,0,1
2025-11-25T17:19:39.284790Z,embb,uesimtun0,304548,4648,383112,6633,1.349,0,1
2025-11-25T17:19:39.284790Z,urllc,uesimtun1,272019,4401,306324,4788,1.012,0,1
2025-11-25T17:19:39.284790Z,mmtc,uesimtun2,301254,4638,373172,6396,1.070,0,1
2025-11-25T17:19:39.534028Z,embb,uesimtun0,304713,4651,383356,6638,1.287,0,1
2025-11-25T17:19:39.534028Z,urllc,uesimtun1,272159,4404,306488,4791,0.945,0,1
2025-11-25T17:19:39.534028Z,mmtc,uesimtun2,301419,4641,373416,6401,1.054,0,1
2025-11-25T17:19:39.784951Z,embb,uesimtun0,304878,4654,383600,6643,1.364,0,1
2025-11-25T17:19:39.784951Z,urllc,uesimtun1,272299,4407,306652,4794,,1,1
2025-11-25T17:19:39.784951Z,mmtc,uesimtun2,301584,4644,373660,6406,1.006,0,1
2025-11-25T17:19:40.034114Z,embb,uesimtun0,305043,4657,383844,6648,1.296,0,1
2025-11-25T17:19:40.034114Z,urllc,uesimtun1,272339,4408,306712,4795,1.056,0,1
2025-11-25T17:19:40.034114Z,mmtc,uesimtun2,301749,4647,373904,6411,1.037,0,1
2025-11-25T17:19:40.284085Z,embb,uesimtun0,305208,4660,384088,6653,1.322,0,1
2025-11-25T17:19:40.284085Z,urllc,uesimtun1,272479,4411,306876,4798,1.035,0,1
2025-11-25T17:19:40.284085Z,mmtc,uesimtun2,301914,4650,374148,6416,1.026,0,1
2025-11-25T17:19:40.534640Z,embb,uesimtun0,305373,4663,384332,6658,1.300,0,1
2025-11-25T17:19:40.534640Z,urllc,uesimtun1,272619,4414,307040,4801,1.040,0,1
2025-11-25T17:19:40.534640Z,mmtc,uesimtun2,302079,4653,374392,6421,1.014,0,1
2025-11-25T17:19:40.784173Z,embb,uesimtun0,305538,4666,384576,6663,1.306,0,1
2025-11-25T17:19:40.784173Z,urllc,uesimtun1,272759,4417,307204,4804,0.984,0,1
2025-11-25T17:19:40.784173Z,mmtc,uesimtun2,302244,4656,374636,6426,1.016,0,1
2025-11-25T17:19:41.034730Z,embb,uesimtun0,305703,4669,384820,6668,1.225,0,1
2025-11-25T17:19:41.034730Z,urllc,uesimtun1,272899,4420,307368,4807,0.983,0,1
2025-11-25T17:19:41.034730Z,mmtc,uesimtun2,302409,4659,374880,6431,1.023,0,1
2025-11-25T17:19:41.284750Z,embb,uesimtun0,305868,4672,385064,6673,1.201,0,1
2025-11-25T17:19:41.284750Z,urllc,uesimtun1,273039,4423,307532,4810,1.083,0,1
2025-11-25T17:19:41.284750Z,mmtc,uesimtun2,302574,4662,375124,6436,0.968,0,1
2025-11-25T17:19:41.534612Z,embb,uesimtun0,306033,4675,385308,6678,1.266,0,1
2025-11-25T17:19:41.534612Z,urllc,uesimtun1,273179,4426,307696,4813,0.956,0,1
2025-11-25T17:19:41.534612Z,mmtc,uesimtun2,302739,4665,375368,6441,0.968,0,1
2025-11-25T17:19:41.784585Z,embb,uesimtun0,306198,4678,385552,6683,166.681,0,1
2025-11-25T17:19:41.784585Z,urllc,uesimtun1,273319,4429,307860,4816,1.155,0,1
2025-11-25T17:19:41.784585Z,mmtc,uesimtun2,302956,4669,375612,6446,,1,1
2025-11-25T17:19:42.034177Z,embb,uesimtun0,306363,4681,385796,6688,1.062,0,1
2025-11-25T17:19:42.034177Z,urllc,uesimtun1,273484,4432,308104,4821,1.041,0,1
2025-11-25T17:19:42.034177Z,mmtc,uesimtun2,302996,4670,375672,6447,0.910,0,1
2025-11-25T17:19:42.284775Z,embb,uesimtun0,306528,4684,386040,6693,1.254,0,1
2025-11-25T17:19:42.284775Z,urllc,uesimtun1,273624,4435,308268,4824,,1,1
2025-11-25T17:19:42.284775Z,mmtc,uesimtun2,303161,4673,375916,6452,0.922,0,1
2025-11-25T17:19:42.534810Z,embb,uesimtun0,306693,4687,386284,6698,1.268,0,1
2025-11-25T17:19:42.534810Z,urllc,uesimtun1,273664,4436,308328,4825,0.885,0,1
2025-11-25T17:19:42.534810Z,mmtc,uesimtun2,303326,4676,376160,6457,0.842,0,1
2025-11-25T17:19:42.784847Z,embb,uesimtun0,306858,4690,386528,6703,113.367,0,1
2025-11-25T17:19:42.784847Z,urllc,uesimtun1,273804,4439,308492,4828,,1,1
2025-11-25T17:19:42.784847Z,mmtc,uesimtun2,303491,4679,376404,6462,0.909,0,1
2025-11-25T17:19:43.035272Z,embb,uesimtun0,307023,4693,386772,6708,1.384,0,1
2025-11-25T17:19:43.035272Z,urllc,uesimtun1,273844,4440,308552,4829,0.976,0,1
