ts,slice,ifname,rx_bytes,rx_pkts,tx_bytes,tx_pkts,probe_rtt_ms,probe_loss,tun_exists
2025-11-25T15:31:52.083869Z,mmtc,uesimtun2,36282,613,63099046,46816,,1,1
2025-11-25T15:31:53.084112Z,embb,uesimtun0,130096,2530,3435040352,2499112,,1,1
2025-11-25T15:31:53.084112Z,urllc,uesimtun1,24395,427,381863402,4150905,,1,1
2025-11-25T15:31:53.084112Z,mmtc,uesimtun2,36282,613,63099510,46822,,1,1
2025-11-25T15:31:54.084137Z,embb,uesimtun0,130096,2530,3435040648,2499116,,1,1
2025-11-25T15:31:54.084137Z,urllc,uesimtun1,24395,427,385457418,4189971,,1,1
2025-11-25T15:31:54.084137Z,mmtc,uesimtun2,36282,613,63099638,46824,,1,1
2025-11-25T15:31:55.084122Z,embb,uesimtun0,130096,2530,3435040829,2499119,,1,1
2025-11-25T15:31:55.084122Z,urllc,uesimtun1,24395,427,389050690,4229029,,1,1
2025-11-25T15:31:55.084122Z,mmtc,uesimtun2,36282,613,63099819,46827,,1,1
2025-11-25T15:31:56.084251Z,embb,uesimtun0,130096,2530,3435040957,2499121,,1,1
2025-11-25T15:31:56.084251Z,urllc,uesimtun1,24395,427,392647926,4268130,,1,1
2025-11-25T15:31:56.084251Z,mmtc,uesimtun2,36282,613,63099947,46829,,1,1
2025-11-25T15:31:57.083764Z,embb,uesimtun0,130096,2530,3435041169,2499124,,1,1
2025-11-25T15:31:57.083764Z,urllc,uesimtun1,24395,427,396238906,4307163,,1,1
2025-11-25T15:31:57.083764Z,mmtc,uesimtun2,36282,613,63100159,46832,,1,1
2025-11-25T15:31:58.084004Z,embb,uesimtun0,130096,2530,3435041549,2499129,,1,1
2025-11-25T15:31:58.084004Z,urllc,uesimtun1,24395,427,399831634,4346215,,1,1
2025-11-25T15:31:58.084004Z,mmtc,uesimtun2,36282,613,63100287,46834,,1,1
