ts,embb_rate,urllc_rate,mmtc_rate,action,reason,embb_bps,urllc_bps,mmtc_bps,embb_rtt_ms,urllc_rtt_ms,mmtc_rtt_ms
2025-12-11T19:03:25.180310Z,50mbit,10mbit,500kbit,none,,0,0,0,0.3502368927001953,0.18525123596191406,0.14853477478027344
2025-12-11T19:03:25.681418Z,50mbit,10mbit,500kbit,none,,0,0,0,87.45074272155762,0.1977682113647461,0.1575946807861328
2025-12-11T19:03:26.180720Z,50mbit,10mbit,500kbit,none,,0,0,0,58.41286977132162,0.18286705017089844,0.15147527058919272
2025-12-11T19:03:26.844143Z,50mbit,10mbit,500kbit,none,,0,0,0,43.88284683227539,0.19401311874389648,0.1538991928100586
2025-12-11T19:03:27.180723Z,50mbit,10mbit,500kbit,none,,0,0,0,65.05184173583984,0.19621849060058594,0.15511512756347656
