ts,embb_rate,urllc_rate,mmtc_rate,action,reason,embb_bps,urllc_bps,mmtc_bps,embb_rtt_ms,urllc_rtt_ms,mmtc_rtt_ms
2025-12-11T19:03:34.084813Z,50mbit,10mbit,800kbit,bump_mmtc,mmtc loss,0,0,0,,,224.54333305358887
2025-12-11T19:03:34.715831Z,50mbit,10mbit,800kbit,none,,0,0,0,0.240325927734375,0.16427040100097656,112.33437061309814
2025-12-11T19:03:35.216856Z,50mbit,10mbit,800kbit,none,,0,0,0,52.01399326324463,0.16951560974121094,74.9669869740804
2025-12-11T19:03:35.962938Z,50mbit,10mbit,800kbit,none,,0,0,0,52.01399326324463,0.16951560974121094,74.9669869740804
2025-12-11T19:03:36.567431Z,10mbit,10mbit,800kbit,set_embb_10mbit,urllc_rtt=0.835,0,0,0,72.9235013326009,0.8351008097330729,56.26577138900757
2025-12-11T19:03:37.067880Z,10mbit,10mbit,800kbit,none,,0,0,0,72.9235013326009,41.198909282684326,45.0495719909668
2025-12-11T19:03:37.904066Z,10mbit,10mbit,800kbit,none,,0,0,0,72.9235013326009,41.198909282684326,45.0495719909668
2025-12-11T19:03:38.893678Z,10mbit,10mbit,800kbit,none,,0,0,0,72.9235013326009,41.198909282684326,45.0495719909668
2025-12-11T19:03:39.500332Z,10mbit,10mbit,800kbit,none,,0,0,0,149.73068237304688,32.99717903137207,0.17032623291015625
2025-12-11T19:03:40.000559Z,10mbit,10mbit,800kbit,none,,0,0,0,144.78716850280762,32.999515533447266,0.17843246459960938
2025-12-11T19:03:40.863212Z,10mbit,10mbit,800kbit,none,,0,0,0,144.79403495788574,32.99431800842285,0.16312599182128906
2025-12-11T19:03:41.000935Z,10mbit,10mbit,800kbit,none,,0,0,0,145.1077938079834,32.595252990722656,0.1621246337890625
2025-12-11T19:03:41.501229Z,10mbit,10mbit,800kbit,none,,0,0,0,145.1077938079834,32.595252990722656,0.1621246337890625
2025-12-11T19:03:42.492725Z,50mbit,10mbit,800kbit,restore_embb_50mbit,urllc stable,0,0,0,188.8066291809082,0.16913414001464844,0.1575946807861328
2025-12-11T19:03:42.993218Z,10mbit,10mbit,800kbit,set_embb_10mbit,urllc_rtt=25.421,0,0,0,188.8066291809082,25.420570373535156,0.16641616821289062
2025-12-11T19:03:43.493167Z,10mbit,10mbit,800kbit,none,,0,0,0,177.35614776611328,26.04045867919922,0.16689300537109375
2025-12-11T19:03:43.992960Z,10mbit,10mbit,800kbit,none,,0,0,0,177.35614776611328,47.49646186828613,0.1689910888671875
2025-12-11T19:03:44.493124Z,10mbit,10mbit,800kbit,none,,0,832,832,212.0136260986328,47.547006607055664,0.177001953125
2025-12-11T19:03:44.993320Z,10mbit,10mbit,800kbit,none,,832,0,0,212.0136260986328,47.547006607055664,0.177001953125
2025-12-11T19:03:45.597878Z,10mbit,10mbit,800kbit,none,,0,1664,2496,212.0136260986328,56.43572807312012,0.18057823181152344
2025-12-11T19:03:46.273590Z,10mbit,10mbit,800kbit,none,,2496,832,0,211.99727058410645,31.17671012878418,0.17099380493164062
2025-12-11T19:03:46.774608Z,10mbit,10mbit,800kbit,none,,0,0,832,211.99727058410645,54.03170585632324,0.1842975616455078
2025-12-11T19:03:47.353627Z,10mbit,10mbit,800kbit,none,,832,832,0,190.9646511077881,32.572126388549805,0.177001953125
2025-12-11T19:03:47.854390Z,10mbit,10mbit,800kbit,none,,0,0,0,215.58032035827637,32.523488998413086,0.177001953125
2025-12-11T19:03:48.353850Z,10mbit,10mbit,800kbit,none,,0,0,0,151.28841400146484,23.774337768554688,0.19702911376953125
2025-12-11T19:03:48.854200Z,10mbit,10mbit,800kbit,none,,0,832,832,166.11504554748535,23.784971237182617,0.1929759979248047
2025-12-11T19:03:49.354204Z,25mbit,10mbit,800kbit,set_embb_25mbit,urllc_rtt=0.309,832,0,0,166.13059043884277,0.3093242645263672,0.19397735595703125
2025-12-11T19:03:49.854413Z,25mbit,10mbit,800kbit,none,,0,0,0,202.65865325927734,0.31871795654296875,0.19397735595703125
2025-12-11T19:03:50.353861Z,25mbit,10mbit,800kbit,none,,0,0,0,111.46349906921387,0.31299591064453125,0.1839160919189453
2025-12-11T19:03:50.853958Z,25mbit,10mbit,800kbit,none,,0,0,0,111.46349906921387,0.31299591064453125,0.1839160919189453
