ts,embb_rate,urllc_rate,mmtc_rate,action,reason,embb_bps,urllc_bps,mmtc_bps,embb_rtt_ms,urllc_rtt_ms,mmtc_rtt_ms
2025-12-12T01:36:48.838622Z,50mbit,10mbit,800kbit,none,,0,0,0,0.4233360290527344,0.18148422241210938,0.15583038330078125
2025-12-12T01:36:49.339066Z,50mbit,10mbit,800kbit,none,,0,0,0,0.4620075225830078,0.17871856689453125,0.159454345703125
2025-12-12T01:36:49.838351Z,50mbit,10mbit,800kbit,none,,0,0,0,0.3905296325683594,0.1807689666748047,0.16236305236816406
2025-12-12T01:36:50.339125Z,50mbit,10mbit,800kbit,none,,0,0,0,0.4615306854248047,0.17676353454589844,0.1781940460205078
2025-12-12T01:36:50.838692Z,50mbit,10mbit,800kbit,none,,0,0,0,0.4474639892578125,0.17676353454589844,0.1853466033935547
2025-12-12T01:36:51.338543Z,50mbit,10mbit,800kbit,none,,0,0,0,0.45495033264160156,0.19693374633789062,0.18377304077148438
2025-12-12T01:36:51.838177Z,50mbit,10mbit,800kbit,none,,0,0,0,0.41146278381347656,0.19469261169433594,0.1758575439453125
2025-12-12T01:36:52.338601Z,50mbit,10mbit,800kbit,none,,0,0,0,0.5208015441894531,0.1923084259033203,0.1712799072265625
2025-12-12T01:36:52.839014Z,50mbit,10mbit,800kbit,none,,0,0,0,0.44074058532714844,0.1923084259033203,0.1541614532470703
2025-12-12T01:36:53.339107Z,50mbit,10mbit,800kbit,none,,0,0,0,0.3806114196777344,0.18911361694335938,0.14896392822265625
2025-12-12T01:36:53.839150Z,50mbit,10mbit,800kbit,none,,0,0,0,0.4505634307861328,0.18911361694335938,0.14657974243164062
2025-12-12T01:36:54.338482Z,50mbit,10mbit,800kbit,none,,0,0,0,0.5340576171875,0.20508766174316406,0.1617431640625
2025-12-12T01:36:54.838526Z,50mbit,10mbit,800kbit,none,,0,0,0,0.4282951354980469,0.20508766174316406,0.1624584197998047
2025-12-12T01:36:55.338796Z,50mbit,10mbit,800kbit,none,,0,0,0,0.4872322082519531,0.1873493194580078,0.16655921936035156
2025-12-12T01:36:55.838492Z,50mbit,10mbit,800kbit,none,,0,0,0,0.4967689514160156,0.1887798309326172,0.16679763793945312
2025-12-12T01:36:56.338980Z,50mbit,10mbit,800kbit,none,,0,0,0,0.4925251007080078,0.18644332885742188,0.164031982421875
2025-12-12T01:36:56.838316Z,50mbit,10mbit,800kbit,none,,0,0,0,0.49533843994140625,0.1972198486328125,0.1621723175048828
2025-12-12T01:36:57.338673Z,50mbit,10mbit,800kbit,none,,0,0,0,0.5475521087646484,0.17423629760742188,0.1609325408935547
