timestamp,load_level,orchestrator_type,urllc_rtt_ms,embb_throughput_mbps,mmtc_msgs_total,embb_tc_rate_mbit,orchestrator_state,violation_count,recovery_streak,throttle_total,restore_total,loop_count,cpu_embb_cores,cpu_urllc_cores,cpu_mmtc_cores,node_cpu_pct,mem_embb_mi,mem_urllc_mi,mem_mmtc_mi
2026-06-04T02:26:15.378765,low,rule_based,14.5,80.7,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,7.0,0.6488307632014632,0.01832175006203691,0.006266773551162635,nan,237.80078125,488.16015625,430.29296875
2026-06-04T02:26:18.419702,low,rule_based,14.5,80.7,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,7.0,0.5966051643415512,0.015920646592072107,0.006313094514292406,nan,238.0390625,488.16015625,430.29296875
2026-06-04T02:26:21.459175,low,rule_based,13.4,77.1,60.0,1000.0,0.0,0.0,0.0,0.0,0.0,8.0,0.6232415408888718,0.014418599289360033,0.006195618976755523,nan,239.609375,487.73828125,430.30078125
2026-06-04T02:26:24.493577,low,rule_based,13.4,77.1,60.0,1000.0,0.0,0.0,0.0,0.0,0.0,8.0,0.612642395659897,0.01618967596988281,0.006349094945709046,nan,239.609375,487.13671875,430.30859375
2026-06-04T02:26:27.528311,low,rule_based,12.7,79.6,60.0,1000.0,0.0,0.0,0.0,0.0,0.0,9.0,0.6125580814591698,0.016189675969882807,0.005942762807592803,nan,239.609375,487.13671875,430.30859375
2026-06-04T02:26:30.564086,low,rule_based,12.7,79.6,60.0,1000.0,0.0,0.0,0.0,0.0,0.0,10.0,0.631856633979799,0.016245690444130455,0.006143909332319159,nan,237.0703125,487.15625,430.3046875
2026-06-04T02:26:33.602512,low,rule_based,13.33,87.9,60.0,1000.0,0.0,0.0,0.0,0.0,0.0,10.0,0.6313166775095203,0.0157233219422626,0.005763286706274267,nan,237.0703125,487.16796875,430.3046875
2026-06-04T02:26:36.635135,low,rule_based,12.6,84.5,120.0,1000.0,0.0,0.0,0.0,0.0,0.0,11.0,0.6163854348024873,0.015516449978757781,0.006104348859720221,nan,237.1796875,487.16796875,430.3046875
2026-06-04T02:26:39.669446,low,rule_based,12.6,84.5,120.0,1000.0,0.0,0.0,0.0,0.0,0.0,11.0,0.6163854348024873,0.0163227722595226,0.00629873473048463,nan,237.1796875,487.171875,430.328125
2026-06-04T02:26:42.707108,low,rule_based,13.13,79.3,130.0,1000.0,0.0,0.0,0.0,0.0,0.0,12.0,0.6001092145429181,0.015026832657482052,0.006122034489797139,nan,237.5,487.171875,430.328125
2026-06-04T02:26:45.740630,low,rule_based,13.37,82.6,140.0,1000.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6201520784194464,0.015044443977493493,0.0063633751329548495,nan,237.8203125,487.171875,430.328125
2026-06-04T02:26:48.777488,low,rule_based,13.37,82.6,140.0,1000.0,0.0,0.0,0.0,0.0,0.0,13.0,0.585322781843622,0.01674352403276593,0.0064912106681979855,nan,237.8203125,487.62890625,430.3828125
2026-06-04T02:26:51.815927,low,rule_based,12.67,43.0,180.0,1000.0,0.0,0.0,0.0,0.0,0.0,14.0,0.5409857209726685,0.018868096798273254,0.006857238441889608,nan,236.58984375,488.0859375,430.5
2026-06-04T02:26:54.848436,low,rule_based,12.67,43.0,180.0,1000.0,0.0,0.0,0.0,0.0,0.0,14.0,0.6837415405070939,0.018273798348918197,0.0068457142775896805,nan,236.35546875,488.08984375,430.50390625
2026-06-04T02:26:57.883397,low,rule_based,12.67,43.0,180.0,1000.0,0.0,0.0,0.0,0.0,0.0,14.0,0.6200908125709278,0.01795585613144316,0.007468670646923274,nan,236.35546875,488.08984375,430.50390625
2026-06-04T02:27:00.920308,low,rule_based,13.0,84.5,190.0,1000.0,0.0,0.0,0.0,0.0,0.0,15.0,0.6481873089481744,0.019553407960505736,0.007495677531249749,nan,236.4375,488.25,430.50390625
2026-06-04T02:27:03.958489,low,rule_based,13.0,84.5,190.0,1000.0,0.0,0.0,0.0,0.0,0.0,15.0,0.6999235883525302,0.01948649143994562,0.007241821661514761,nan,235.859375,488.25,430.50390625
2026-06-04T02:27:06.994351,low,rule_based,12.43,66.7,240.0,1000.0,0.0,0.0,0.0,0.0,0.0,16.0,0.6972052494618306,0.019155098543433856,0.006986273045759403,nan,236.89453125,488.25,430.50390625
2026-06-04T02:27:10.030017,low,rule_based,12.43,66.7,240.0,1000.0,0.0,0.0,0.0,0.0,0.0,16.0,0.6972052494618306,0.02074839536231647,0.0072873569951061885,nan,236.89453125,487.72265625,431.24609375
2026-06-04T02:27:13.065969,low,rule_based,13.33,74.5,270.0,1000.0,0.0,0.0,0.0,0.0,0.0,17.0,0.6942022378215114,0.020060114317666418,0.007756397517768566,nan,236.89453125,487.72265625,431.24609375
2026-06-04T02:27:16.106433,low,rule_based,12.57,102.2,280.0,1000.0,0.0,0.0,0.0,0.0,0.0,18.0,0.6900750547984135,0.020162025901420147,0.0077863346936212835,nan,236.89453125,487.6015625,431.2578125
2026-06-04T02:27:19.143860,low,rule_based,12.57,102.2,280.0,1000.0,0.0,0.0,0.0,0.0,0.0,18.0,0.6939077055303318,0.020791682027154035,0.007817029012045647,nan,236.953125,487.6015625,431.2578125
2026-06-04T02:27:22.178691,low,rule_based,13.0,72.9,290.0,1000.0,0.0,0.0,0.0,0.0,0.0,19.0,0.6939077055303318,0.02120489426791149,0.007498986813972226,nan,236.953125,487.6015625,431.2578125
2026-06-04T02:27:25.213657,low,rule_based,13.0,72.9,290.0,1000.0,0.0,0.0,0.0,0.0,0.0,19.0,0.6939077055303318,0.02060572219491271,0.0071239610272616745,nan,236.953125,487.828125,431.01953125
2026-06-04T02:27:28.250594,low,rule_based,12.8,83.1,320.0,1000.0,0.0,0.0,0.0,0.0,0.0,20.0,0.6895286878674185,0.01880160402704931,0.007369825501303106,nan,236.953125,487.828125,430.78125
2026-06-04T02:27:31.286560,low,rule_based,12.33,79.0,350.0,1000.0,0.0,0.0,0.0,0.0,0.0,21.0,0.6478481820057953,0.018392894659410994,0.0067849111809101074,nan,236.7265625,487.6484375,430.54296875
2026-06-04T02:27:34.324612,low,rule_based,12.33,79.0,350.0,1000.0,0.0,0.0,0.0,0.0,0.0,21.0,0.6957323198966296,0.01835371172580382,0.007133919584768619,nan,236.85546875,487.65625,430.53125
2026-06-04T02:27:37.361628,low,rule_based,12.33,79.0,350.0,1000.0,0.0,0.0,0.0,0.0,0.0,21.0,0.6953869812618039,0.017988796944550772,0.006172747287734583,nan,236.85546875,487.65625,430.53125
2026-06-04T02:27:40.398582,low,rule_based,12.33,79.0,350.0,1000.0,0.0,0.0,0.0,0.0,0.0,21.0,0.6187064612803554,0.016818739700255554,0.0060748808580730835,nan,237.70703125,488.0078125,430.53125
2026-06-04T02:27:43.433362,low,rule_based,13.4,84.5,380.0,1000.0,0.0,0.0,0.0,0.0,0.0,22.0,0.7035521272608174,0.016939196032483738,0.005988097328898386,nan,237.70703125,488.0078125,430.53125
2026-06-04T02:27:46.471773,low,rule_based,12.7,76.7,390.0,1000.0,0.0,0.0,0.0,0.0,0.0,23.0,0.6236447095631792,0.017248348135668865,0.0060341769371165255,nan,237.1875,488.37890625,430.53515625
2026-06-04T02:27:49.511677,low,rule_based,12.7,76.7,390.0,1000.0,0.0,0.0,0.0,0.0,0.0,23.0,0.7022232009306394,0.01590120646752925,0.006219397893842459,nan,235.578125,488.37890625,430.53515625
2026-06-04T02:27:52.549557,low,rule_based,13.73,83.7,410.0,1000.0,0.0,0.0,0.0,0.0,0.0,24.0,0.7022232009306394,0.01708822405858993,0.006219397893842459,nan,235.578125,488.37890625,430.53515625
2026-06-04T02:27:55.584017,low,rule_based,13.5,83.5,450.0,1000.0,0.0,0.0,0.0,0.0,0.0,25.0,0.7022232009306394,0.01533911523291253,0.00605355448808817,nan,235.578125,487.96875,430.53125
2026-06-04T02:27:58.619670,low,rule_based,13.5,83.5,450.0,1000.0,0.0,0.0,0.0,0.0,0.0,25.0,0.6987982970698987,0.015706590638826345,0.005837302437433862,nan,235.67578125,487.83984375,430.53125
2026-06-04T02:28:01.654665,low,rule_based,13.03,73.8,470.0,1000.0,0.0,0.0,0.0,0.0,0.0,26.0,0.6600768993584145,0.01639813330823514,0.006128873819702972,nan,235.7734375,487.83984375,430.53125
2026-06-04T02:28:04.689603,low,rule_based,13.03,73.8,470.0,1000.0,0.0,0.0,0.0,0.0,0.0,26.0,0.6922917618710783,0.018148902903824118,0.006179844976636006,nan,239.75390625,488.2109375,430.53125
2026-06-04T02:28:07.724126,low,rule_based,13.33,81.3,490.0,1000.0,0.0,0.0,0.0,0.0,0.0,27.0,0.6922917618710783,0.018110121600276387,0.005651402404400376,nan,239.5625,488.2109375,404.30859375
2026-06-04T02:28:10.762034,low,rule_based,12.57,91.0,510.0,1000.0,0.0,0.0,0.0,0.0,0.0,28.0,0.6922917618710783,0.016580945094889103,0.005859795902781658,nan,186.8125,488.2109375,353.25390625
2026-06-04T02:28:13.796648,low,rule_based,12.57,91.0,510.0,1000.0,0.0,0.0,0.0,0.0,0.0,28.0,0.6577177535753687,0.017532600265080477,0.006230033154861679,nan,159.69140625,437.1484375,353.25390625
2026-06-04T02:28:16.830064,low,rule_based,12.57,91.0,510.0,1000.0,0.0,0.0,0.0,0.0,0.0,28.0,0.6898781029279348,0.019947637364642244,0.005940191356851502,nan,159.6328125,411.11328125,353.05859375
2026-06-04T02:28:19.870077,low,rule_based,12.57,91.0,510.0,1000.0,0.0,0.0,0.0,0.0,0.0,28.0,0.6952549098357788,0.02029712915821693,0.006091041946953454,nan,159.1328125,411.23828125,353.07421875
2026-06-04T02:28:22.909628,low,rule_based,13.23,86.6,520.0,1000.0,0.0,0.0,0.0,0.0,0.0,29.0,0.696185276274135,0.021093048953752525,0.006104825125121131,nan,159.1328125,411.23828125,353.07421875
2026-06-04T02:28:25.947514,low,rule_based,12.2,80.8,570.0,1000.0,0.0,0.0,0.0,0.0,0.0,30.0,0.696185276274135,0.021107078427957216,0.006282676816254988,nan,159.1328125,411.24609375,353.07421875
2026-06-04T02:28:28.985266,low,rule_based,12.2,80.8,570.0,1000.0,0.0,0.0,0.0,0.0,0.0,30.0,0.5426258499870452,0.02020315893525416,0.006426606415677169,nan,159.1328125,411.46875,353.07421875
2026-06-04T02:28:32.019211,low,rule_based,13.0,78.8,580.0,1000.0,0.0,0.0,0.0,0.0,0.0,31.0,0.5949026206645874,0.01898597318804399,0.006429904725203882,nan,159.37109375,411.69140625,353.32421875
2026-06-04T02:28:35.051726,low,rule_based,13.0,78.8,580.0,1000.0,0.0,0.0,0.0,0.0,0.0,31.0,0.6997770372524823,0.019253901040549446,0.006371082778031301,nan,156.19921875,411.70703125,353.82421875
2026-06-04T02:28:38.085165,low,rule_based,12.53,82.9,600.0,1000.0,0.0,0.0,0.0,0.0,0.0,32.0,0.6996046408039552,0.019913638052550607,0.006133487951747227,nan,156.19921875,411.70703125,353.82421875
2026-06-04T02:28:41.118851,low,rule_based,13.13,79.2,620.0,1000.0,0.0,0.0,0.0,0.0,0.0,33.0,0.7003563045637574,0.020782138554988245,0.0063619473002903965,nan,155.4921875,411.56640625,353.82421875
2026-06-04T02:28:44.151816,low,rule_based,13.13,79.2,620.0,1000.0,0.0,0.0,0.0,0.0,0.0,33.0,0.6998533345640738,0.020647472427763918,0.006385176535492737,nan,156.640625,411.27734375,353.82421875
2026-06-04T02:28:47.190753,low,rule_based,13.03,80.5,640.0,1000.0,0.0,0.0,0.0,0.0,0.0,34.0,0.7120197711479596,0.020647472427763918,0.005928547963133994,nan,156.640625,411.27734375,353.82421875
2026-06-04T02:28:50.227464,low,rule_based,13.03,80.5,640.0,1000.0,0.0,0.0,0.0,0.0,0.0,34.0,0.7120916920980033,0.020647472427763918,0.0070004756772791155,nan,159.3515625,411.27734375,353.08203125
2026-06-04T02:28:53.265519,low,rule_based,12.5,85.6,650.0,1000.0,0.0,0.0,0.0,0.0,0.0,35.0,0.6607119282924383,0.018320120913634157,0.007133505194971982,nan,159.1171875,411.27734375,353.08203125
2026-06-04T02:28:56.300706,low,rule_based,12.5,85.6,650.0,1000.0,0.0,0.0,0.0,0.0,0.0,35.0,0.7126696794716709,0.015476194246117502,0.007636665970545553,nan,158.890625,412.3515625,353.08203125
2026-06-04T02:28:59.337209,low,rule_based,12.5,85.6,650.0,1000.0,0.0,0.0,0.0,0.0,0.0,35.0,0.7082954588325792,0.017705177406433667,0.007190130195618647,nan,158.890625,412.65234375,353.08203125
2026-06-04T02:29:02.376578,low,rule_based,12.83,86.5,700.0,1000.0,0.0,0.0,0.0,0.0,0.0,36.0,0.7053903158627151,0.017758924218205862,0.007259053365667141,nan,158.890625,412.65234375,353.08203125
2026-06-04T02:29:05.412544,low,rule_based,12.83,86.5,700.0,1000.0,0.0,0.0,0.0,0.0,0.0,36.0,0.6759161711547865,0.01774901512358425,0.007952753767365903,nan,157.2265625,412.4296875,353.08203125
2026-06-04T02:29:08.445967,low,rule_based,12.67,68.9,720.0,1000.0,0.0,0.0,0.0,0.0,0.0,37.0,0.664180360272322,0.01759661511263106,0.007819058556349411,nan,157.2265625,412.20703125,353.08203125
2026-06-04T02:29:11.482888,low,rule_based,12.53,79.7,740.0,1000.0,0.0,0.0,0.0,0.0,0.0,38.0,0.6524174637729181,0.017482639236774754,0.007343350110535806,nan,157.2265625,411.51171875,353.08203125
2026-06-04T02:29:14.519878,low,rule_based,12.53,79.7,740.0,1000.0,0.0,0.0,0.0,0.0,0.0,38.0,0.634116650958044,0.01749847065027533,0.007236240312289175,nan,159.1171875,411.51171875,353.5859375
2026-06-04T02:29:17.554698,low,rule_based,13.13,83.7,760.0,1000.0,0.0,0.0,0.0,0.0,0.0,39.0,0.6372687559159433,0.01633836953556579,0.006858498633117034,nan,159.1171875,411.51171875,353.5859375
2026-06-04T02:29:20.590865,low,rule_based,12.77,80.1,770.0,1000.0,0.0,0.0,0.0,0.0,0.0,40.0,0.709739496226748,0.01586897555505675,0.007535881807970637,nan,158.7265625,411.453125,353.609375
2026-06-04T02:29:23.628860,low,rule_based,12.77,80.1,770.0,1000.0,0.0,0.0,0.0,0.0,0.0,40.0,0.7095691933366369,0.016950178407029295,0.0073857125429159926,nan,158.7265625,411.53515625,353.62109375
2026-06-04T02:29:26.668269,low,rule_based,11.93,79.4,820.0,1000.0,0.0,0.0,0.0,0.0,0.0,41.0,0.7104224143644973,0.018964146698106688,0.007394067977240451,nan,158.4765625,411.6171875,353.62109375
2026-06-04T02:29:29.707883,low,rule_based,11.93,79.4,820.0,1000.0,0.0,0.0,0.0,0.0,0.0,41.0,0.711301224907876,0.02015933001384184,0.007358556762701353,nan,156.5234375,411.62890625,353.1171875
2026-06-04T02:29:32.744906,low,rule_based,12.37,73.9,820.0,1000.0,0.0,0.0,0.0,0.0,0.0,42.0,0.5940909275097084,0.01890049924687512,0.006481655124553139,nan,156.53125,411.62890625,353.1171875
